config,scope,individual,npz_path,window_metadata_path,n_windows,window_size,n_dimensions
primary_w400_s100,cm_extension,18855,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/primary_w400_s100/cm_extension/cm_extension_individual_18855.npz,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/primary_w400_s100/cm_extension/cm_extension_individual_18855_windows.csv,44,400,50
primary_w400_s100,cm_extension,18858,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/primary_w400_s100/cm_extension/cm_extension_individual_18858.npz,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/primary_w400_s100/cm_extension/cm_extension_individual_18858_windows.csv,118,400,50
primary_w400_s100,cm_extension,18870,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/primary_w400_s100/cm_extension/cm_extension_individual_18870.npz,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/primary_w400_s100/cm_extension/cm_extension_individual_18870_windows.csv,113,400,50
primary_w400_s100,cm_extension,18907,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/primary_w400_s100/cm_extension/cm_extension_individual_18907.npz,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/primary_w400_s100/cm_extension/cm_extension_individual_18907_windows.csv,54,400,50
primary_w400_s100,cm_extension,18912,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/primary_w400_s100/cm_extension/cm_extension_individual_18912.npz,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/primary_w400_s100/cm_extension/cm_extension_individual_18912_windows.csv,128,400,50
primary_w400_s100,cm_extension,19093,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/primary_w400_s100/cm_extension/cm_extension_individual_19093.npz,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/primary_w400_s100/cm_extension/cm_extension_individual_19093_windows.csv,151,400,50
primary_w400_s100,cm_extension,19108,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/primary_w400_s100/cm_extension/cm_extension_individual_19108.npz,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/primary_w400_s100/cm_extension/cm_extension_individual_19108_windows.csv,34,400,50
primary_w400_s100,cm_extension,19193,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/primary_w400_s100/cm_extension/cm_extension_individual_19193.npz,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/primary_w400_s100/cm_extension/cm_extension_individual_19193_windows.csv,65,400,50
primary_w400_s100,cm_extension,19209,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/primary_w400_s100/cm_extension/cm_extension_individual_19209.npz,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/primary_w400_s100/cm_extension/cm_extension_individual_19209_windows.csv,94,400,50
primary_w400_s100,cf_extension,18489,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/primary_w400_s100/cf_extension/cf_extension_individual_18489.npz,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/primary_w400_s100/cf_extension/cf_extension_individual_18489_windows.csv,62,400,50
primary_w400_s100,cf_extension,18508,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/primary_w400_s100/cf_extension/cf_extension_individual_18508.npz,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/primary_w400_s100/cf_extension/cf_extension_individual_18508_windows.csv,121,400,50
primary_w400_s100,cf_extension,18511,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/primary_w400_s100/cf_extension/cf_extension_individual_18511.npz,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/primary_w400_s100/cf_extension/cf_extension_individual_18511_windows.csv,126,400,50
primary_w400_s100,cf_extension,18517,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/primary_w400_s100/cf_extension/cf_extension_individual_18517.npz,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/primary_w400_s100/cf_extension/cf_extension_individual_18517_windows.csv,69,400,50
primary_w400_s100,cf_extension,18520,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/primary_w400_s100/cf_extension/cf_extension_individual_18520.npz,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/primary_w400_s100/cf_extension/cf_extension_individual_18520_windows.csv,102,400,50
primary_w400_s100,cf_extension,18855,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/primary_w400_s100/cf_extension/cf_extension_individual_18855.npz,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/primary_w400_s100/cf_extension/cf_extension_individual_18855_windows.csv,83,400,50
primary_w400_s100,cf_extension,18907,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/primary_w400_s100/cf_extension/cf_extension_individual_18907.npz,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/primary_w400_s100/cf_extension/cf_extension_individual_18907_windows.csv,79,400,50
primary_w400_s100,cf_extension,18912,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/primary_w400_s100/cf_extension/cf_extension_individual_18912.npz,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/primary_w400_s100/cf_extension/cf_extension_individual_18912_windows.csv,108,400,50
primary_w400_s100,cf_extension,19093,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/primary_w400_s100/cf_extension/cf_extension_individual_19093.npz,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/primary_w400_s100/cf_extension/cf_extension_individual_19093_windows.csv,157,400,50
primary_w400_s100,cf_extension,19108,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/primary_w400_s100/cf_extension/cf_extension_individual_19108.npz,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/primary_w400_s100/cf_extension/cf_extension_individual_19108_windows.csv,34,400,50
primary_w400_s100,cf_extension,19127,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/primary_w400_s100/cf_extension/cf_extension_individual_19127.npz,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/primary_w400_s100/cf_extension/cf_extension_individual_19127_windows.csv,98,400,50
primary_w400_s100,cf_extension,19159,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/primary_w400_s100/cf_extension/cf_extension_individual_19159.npz,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/primary_w400_s100/cf_extension/cf_extension_individual_19159_windows.csv,125,400,50
primary_w400_s100,cf_extension,19190,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/primary_w400_s100/cf_extension/cf_extension_individual_19190.npz,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/primary_w400_s100/cf_extension/cf_extension_individual_19190_windows.csv,166,400,50
primary_w400_s100,cf_extension,19193,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/primary_w400_s100/cf_extension/cf_extension_individual_19193.npz,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/primary_w400_s100/cf_extension/cf_extension_individual_19193_windows.csv,86,400,50
primary_w400_s100,cf_extension,19209,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/primary_w400_s100/cf_extension/cf_extension_individual_19209.npz,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/primary_w400_s100/cf_extension/cf_extension_individual_19209_windows.csv,87,400,50
sensitivity_w500_s125,shared_backbone,18489,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/shared_backbone/shared_backbone_individual_18489.npz,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/shared_backbone/shared_backbone_individual_18489_windows.csv,37,500,50
sensitivity_w500_s125,shared_backbone,18499,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/shared_backbone/shared_backbone_individual_18499.npz,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/shared_backbone/shared_backbone_individual_18499_windows.csv,93,500,50
sensitivity_w500_s125,shared_backbone,18505,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/shared_backbone/shared_backbone_individual_18505.npz,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/shared_backbone/shared_backbone_individual_18505_windows.csv,46,500,50
sensitivity_w500_s125,shared_backbone,18508,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/shared_backbone/shared_backbone_individual_18508.npz,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/shared_backbone/shared_backbone_individual_18508_windows.csv,59,500,50
sensitivity_w500_s125,shared_backbone,18511,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/shared_backbone/shared_backbone_individual_18511.npz,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/shared_backbone/shared_backbone_individual_18511_windows.csv,83,500,50
sensitivity_w500_s125,shared_backbone,18517,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/shared_backbone/shared_backbone_individual_18517.npz,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/shared_backbone/shared_backbone_individual_18517_windows.csv,52,500,50
sensitivity_w500_s125,shared_backbone,18520,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/shared_backbone/shared_backbone_individual_18520.npz,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/shared_backbone/shared_backbone_individual_18520_windows.csv,58,500,50
sensitivity_w500_s125,shared_backbone,18855,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/shared_backbone/shared_backbone_individual_18855.npz,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/shared_backbone/shared_backbone_individual_18855_windows.csv,29,500,50
sensitivity_w500_s125,shared_backbone,18858,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/shared_backbone/shared_backbone_individual_18858.npz,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/shared_backbone/shared_backbone_individual_18858_windows.csv,82,500,50
sensitivity_w500_s125,shared_backbone,18870,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/shared_backbone/shared_backbone_individual_18870.npz,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/shared_backbone/shared_backbone_individual_18870_windows.csv,85,500,50
sensitivity_w500_s125,shared_backbone,18907,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/shared_backbone/shared_backbone_individual_18907.npz,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/shared_backbone/shared_backbone_individual_18907_windows.csv,37,500,50
sensitivity_w500_s125,shared_backbone,18912,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/shared_backbone/shared_backbone_individual_18912.npz,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/shared_backbone/shared_backbone_individual_18912_windows.csv,79,500,50
sensitivity_w500_s125,shared_backbone,19093,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/shared_backbone/shared_backbone_individual_19093.npz,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/shared_backbone/shared_backbone_individual_19093_windows.csv,100,500,50
sensitivity_w500_s125,shared_backbone,19108,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/shared_backbone/shared_backbone_individual_19108.npz,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/shared_backbone/shared_backbone_individual_19108_windows.csv,25,500,50
sensitivity_w500_s125,shared_backbone,19127,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/shared_backbone/shared_backbone_individual_19127.npz,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/shared_backbone/shared_backbone_individual_19127_windows.csv,46,500,50
sensitivity_w500_s125,shared_backbone,19159,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/shared_backbone/shared_backbone_individual_19159.npz,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/shared_backbone/shared_backbone_individual_19159_windows.csv,44,500,50
sensitivity_w500_s125,shared_backbone,19190,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/shared_backbone/shared_backbone_individual_19190.npz,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/shared_backbone/shared_backbone_individual_19190_windows.csv,66,500,50
sensitivity_w500_s125,shared_backbone,19193,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/shared_backbone/shared_backbone_individual_19193.npz,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/shared_backbone/shared_backbone_individual_19193_windows.csv,44,500,50
sensitivity_w500_s125,shared_backbone,19209,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/shared_backbone/shared_backbone_individual_19209.npz,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/shared_backbone/shared_backbone_individual_19209_windows.csv,68,500,50
sensitivity_w500_s125,cm_extension,18489,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/cm_extension/cm_extension_individual_18489.npz,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/cm_extension/cm_extension_individual_18489_windows.csv,51,500,50
sensitivity_w500_s125,cm_extension,18499,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/cm_extension/cm_extension_individual_18499.npz,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/cm_extension/cm_extension_individual_18499_windows.csv,105,500,50
sensitivity_w500_s125,cm_extension,18505,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/cm_extension/cm_extension_individual_18505.npz,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/cm_extension/cm_extension_individual_18505_windows.csv,56,500,50
sensitivity_w500_s125,cm_extension,18508,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/cm_extension/cm_extension_individual_18508.npz,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/cm_extension/cm_extension_individual_18508_windows.csv,71,500,50
sensitivity_w500_s125,cm_extension,18511,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/cm_extension/cm_extension_individual_18511.npz,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/cm_extension/cm_extension_individual_18511_windows.csv,94,500,50
sensitivity_w500_s125,cm_extension,18517,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/cm_extension/cm_extension_individual_18517.npz,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/cm_extension/cm_extension_individual_18517_windows.csv,73,500,50
sensitivity_w500_s125,cm_extension,18520,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/cm_extension/cm_extension_individual_18520.npz,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/cm_extension/cm_extension_individual_18520_windows.csv,64,500,50
sensitivity_w500_s125,cm_extension,18855,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/cm_extension/cm_extension_individual_18855.npz,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/cm_extension/cm_extension_individual_18855_windows.csv,35,500,50
sensitivity_w500_s125,cm_extension,18858,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/cm_extension/cm_extension_individual_18858.npz,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/cm_extension/cm_extension_individual_18858_windows.csv,94,500,50
sensitivity_w500_s125,cm_extension,18870,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/cm_extension/cm_extension_individual_18870.npz,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/cm_extension/cm_extension_individual_18870_windows.csv,89,500,50
sensitivity_w500_s125,cm_extension,18907,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/cm_extension/cm_extension_individual_18907.npz,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/cm_extension/cm_extension_individual_18907_windows.csv,43,500,50
sensitivity_w500_s125,cm_extension,18912,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/cm_extension/cm_extension_individual_18912.npz,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/cm_extension/cm_extension_individual_18912_windows.csv,101,500,50
sensitivity_w500_s125,cm_extension,19093,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/cm_extension/cm_extension_individual_19093.npz,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/cm_extension/cm_extension_individual_19093_windows.csv,120,500,50
sensitivity_w500_s125,cm_extension,19108,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/cm_extension/cm_extension_individual_19108.npz,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/cm_extension/cm_extension_individual_19108_windows.csv,27,500,50
sensitivity_w500_s125,cm_extension,19193,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/cm_extension/cm_extension_individual_19193.npz,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/cm_extension/cm_extension_individual_19193_windows.csv,52,500,50
sensitivity_w500_s125,cm_extension,19209,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/cm_extension/cm_extension_individual_19209.npz,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/cm_extension/cm_extension_individual_19209_windows.csv,75,500,50
sensitivity_w500_s125,cf_extension,18489,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/cf_extension/cf_extension_individual_18489.npz,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/cf_extension/cf_extension_individual_18489_windows.csv,49,500,50
sensitivity_w500_s125,cf_extension,18508,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/cf_extension/cf_extension_individual_18508.npz,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/cf_extension/cf_extension_individual_18508_windows.csv,96,500,50
sensitivity_w500_s125,cf_extension,18511,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/cf_extension/cf_extension_individual_18511.npz,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/cf_extension/cf_extension_individual_18511_windows.csv,100,500,50
sensitivity_w500_s125,cf_extension,18517,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/cf_extension/cf_extension_individual_18517.npz,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/cf_extension/cf_extension_individual_18517_windows.csv,55,500,50
sensitivity_w500_s125,cf_extension,18520,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/cf_extension/cf_extension_individual_18520.npz,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/cf_extension/cf_extension_individual_18520_windows.csv,81,500,50
sensitivity_w500_s125,cf_extension,18855,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/cf_extension/cf_extension_individual_18855.npz,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/cf_extension/cf_extension_individual_18855_windows.csv,66,500,50
sensitivity_w500_s125,cf_extension,18907,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/cf_extension/cf_extension_individual_18907.npz,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/cf_extension/cf_extension_individual_18907_windows.csv,63,500,50
sensitivity_w500_s125,cf_extension,18912,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/cf_extension/cf_extension_individual_18912.npz,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/cf_extension/cf_extension_individual_18912_windows.csv,85,500,50
sensitivity_w500_s125,cf_extension,19093,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/cf_extension/cf_extension_individual_19093.npz,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/cf_extension/cf_extension_individual_19093_windows.csv,125,500,50
sensitivity_w500_s125,cf_extension,19108,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/cf_extension/cf_extension_individual_19108.npz,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/cf_extension/cf_extension_individual_19108_windows.csv,27,500,50
sensitivity_w500_s125,cf_extension,19127,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/cf_extension/cf_extension_individual_19127.npz,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/cf_extension/cf_extension_individual_19127_windows.csv,78,500,50
sensitivity_w500_s125,cf_extension,19159,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/cf_extension/cf_extension_individual_19159.npz,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/cf_extension/cf_extension_individual_19159_windows.csv,99,500,50
sensitivity_w500_s125,cf_extension,19190,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/cf_extension/cf_extension_individual_19190.npz,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/cf_extension/cf_extension_individual_19190_windows.csv,132,500,50
sensitivity_w500_s125,cf_extension,19193,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/cf_extension/cf_extension_individual_19193.npz,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/cf_extension/cf_extension_individual_19193_windows.csv,68,500,50
sensitivity_w500_s125,cf_extension,19209,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/cf_extension/cf_extension_individual_19209.npz,<PROJECT_ROOT>/results/p17_external_GSE175634_trajectory_window_assembly/data/sensitivity_w500_s125/cf_extension/cf_extension_individual_19209_windows.csv,69,500,50
