scope,transition_id,destination_state,n_profiles,median_gdis_max,q25_gdis_max,q75_gdis_max,median_gdis_peak_minus_landmark,median_transition_energy_peak_minus_landmark,median_abs_gdis_peak_landmark_error,median_abs_transition_energy_peak_landmark_error
cf_extension,T3_CF,CF,14,0.8381497376707387,0.8209220465988061,0.8408051305549599,-0.031866397500000004,-0.29997908925000005,0.04050317249999999,0.29997908925000005
cm_extension,T3_CM,CM,15,0.8173193450025041,0.8165238436903602,0.8234491916646924,-0.0658436,-0.39815294,0.09539516999999997,0.39815294
shared_backbone,T2,CMES,19,0.8206058304348374,0.8169639287262992,0.850705170600782,0.023660294999999998,-0.258705465,0.03762016499999998,0.258705465
