scope,individual,transition_id,destination_state,frozen_destination_landmark,n_windows,parameter_min,parameter_max,gdis_min,gdis_mean,gdis_max,critical_value_source,all_primary_outputs_finite,gdis_bounded_0_1,gdis_peak_window_index,gdis_peak_parameter,gdis_peak_value,gdis_peak_median_day,gdis_peak_dominant_state,sustained_peak_window_index,sustained_peak_parameter,sustained_peak_value,sustained_peak_median_day,sustained_peak_dominant_state,transition_instability_peak_window_index,transition_instability_peak_parameter,transition_instability_peak_value,transition_instability_peak_median_day,transition_instability_peak_dominant_state,transition_energy_peak_window_index,transition_energy_peak_parameter,transition_energy_peak_value,transition_energy_peak_median_day,transition_energy_peak_dominant_state,landmark_nearest_window_index,landmark_nearest_window_parameter,landmark_nearest_parameter_error,landmark_window_median_day,landmark_window_dominant_state,gdis_at_landmark_window,potential_at_landmark_window,sustained_instability_at_landmark_window,transition_instability_at_landmark_window,transition_energy_at_landmark_window,transition_base_at_landmark_window,core_at_landmark_window,gdis_peak_minus_landmark,gdis_absolute_peak_landmark_error,sustained_peak_minus_landmark,sustained_absolute_peak_landmark_error,transition_instability_peak_minus_landmark,transition_instability_absolute_peak_landmark_error,transition_energy_peak_minus_landmark,transition_energy_absolute_peak_landmark_error
cf_extension,19159,T3_CF,CF,0.43521515,125,0.011886392999999999,0.45745587499999996,0.09356604164119241,0.7075893584583062,0.8182347932358145,data_driven_transition_energy_peak,True,True,65,0.392594765,0.8182347932358145,7.0,CF,66,0.395096035,0.818505655531227,7.0,CF,30,0.047454242,0.16543854447580977,0.0,IPSC,31,0.0492892825,1.0,0.0,IPSC,92,0.43535278,0.0001376299999999997,11.0,CF,0.736215023370859,1.3278013666711699,0.7349406104710003,8.170686241218917e-22,0.6582393173549257,4.5392701340105095e-21,0.4762334583881438,-0.04262038499999998,0.04262038499999998,-0.04011911499999998,0.04011911499999998,-0.387760908,0.387760908,-0.3859258675,0.3859258675
cf_extension,19190,T3_CF,CF,0.41572344,166,0.008986359499999999,0.4541094,0.0,0.7019133491396877,0.8334047948497398,data_driven_transition_energy_peak,True,True,165,0.4541094,0.8334047948497398,11.0,CF,78,0.335920455,0.8116244849688374,5.0,PROG,165,0.4541094,0.1798435380997932,11.0,CF,165,0.4541094,1.0,11.0,CF,126,0.415320885,0.00040255500000002664,11.0,CF,0.7692034248277075,1.4586540097829035,0.7563484785029595,0.04663774467591653,0.3554550330895471,0.25909858153286963,0.5724521249019574,0.03838596,0.03838596,-0.07980298499999999,0.07980298499999999,0.03838596,0.03838596,0.03838596,0.03838596
cf_extension,19193,T3_CF,CF,0.39365986,86,0.009603269,0.44356114,0.0,0.7033521311323688,0.8385301968555072,data_driven_transition_energy_peak,True,True,54,0.335981865,0.8385301968555072,3.0,CMES,82,0.431149515,0.8192313541562543,11.0,CF,55,0.3374431,0.16823835538490806,3.0,CMES,55,0.3374431,1.0,3.0,CMES,72,0.393553245,0.00010661499999997659,11.0,CF,0.7762536563076781,1.4976219890202884,0.7761143263074017,0.0010022463058452118,0.02187878123833137,0.005568035032473399,0.657462321183586,-0.05767799499999998,0.05767799499999998,0.03748965500000001,0.03748965500000001,-0.05621675999999998,0.05621675999999998,-0.05621675999999998,0.05621675999999998
cf_extension,19209,T3_CF,CF,0.3508313,87,0.010101056,0.3712456,0.12791837145730675,0.7179967137688367,0.8066999973695916,data_driven_transition_energy_peak,True,True,76,0.33153374,0.8066999973695916,7.0,PROG,76,0.33153374,0.8033365679769066,7.0,PROG,8,0.0226253125,0.1709022239930471,0.0,IPSC,8,0.0226253125,1.0,0.0,IPSC,82,0.34883655,0.0019947499999999896,11.0,PROG,0.6663150760219736,1.08779045631347,0.6630397999400195,1.2154617083072873e-23,0.24679393024013255,6.752565046151596e-23,0.18302051269861144,-0.01929755999999999,0.01929755999999999,-0.01929755999999999,0.01929755999999999,-0.3282059875,0.3282059875,-0.3282059875,0.3282059875
cm_extension,18489,T3_CM,CM,0.44328415,65,0.0093122065,0.73342248,0.0,0.6685503470406495,0.8152867554134394,data_driven_transition_energy_peak,True,True,64,0.73342248,0.8152867554134394,7.0,CM,64,0.73342248,0.814583905937271,7.0,CM,26,0.04513121,0.16868540642611868,0.0,IPSC,26,0.04513121,0.9401906084125939,0.0,IPSC,57,0.42996988,0.013314269999999961,7.0,CM,0.8042134685959845,1.6315827299992258,0.8043802842130687,0.0,0.04347754393260611,0.0,0.8328075603347116,0.29013833,0.29013833,0.29013833,0.29013833,-0.39815294,0.39815294,-0.39815294,0.39815294
cm_extension,18499,T3_CM,CM,0.39467457,133,0.0105001885,0.6397139000000001,0.14725685514827613,0.6920904809649759,0.8164487214002247,data_driven_transition_energy_peak,True,True,124,0.37102573,0.8164487214002247,11.0,CM,124,0.37102573,0.8168313556081315,11.0,CM,14,0.0243522535,0.1671826006485911,1.0,MES,15,0.0252816145,0.9415723639592037,1.0,MES,126,0.39440016499999997,0.0002744050000000331,11.0,CM,0.8159637833381735,1.69170457763493,0.8157947359454942,0.0,0.0,0.0,0.9335947505784609,-0.023648840000000004,0.023648840000000004,-0.023648840000000004,0.023648840000000004,-0.3703223165,0.3703223165,-0.3693929555,0.3693929555
cm_extension,18505,T3_CM,CM,0.55877495,71,0.012318797499999999,0.7460287,0.05324579241919327,0.7148192711077604,0.8172247795413008,data_driven_transition_energy_peak,True,True,53,0.31752797499999996,0.8172247795413008,7.0,PROG,52,0.313850685,0.8173453367191515,7.0,PROG,18,0.042544889,0.17080159704583828,1.0,MES,18,0.042544889,1.0,1.0,MES,66,0.55357921,0.005195740000000004,11.0,CM,0.8087266069109529,1.6557510992197366,0.8090514195006712,0.0,0.003913595885681329,0.0,0.8835377373401377,-0.24124697500000003,0.24124697500000003,-0.24492426499999997,0.24492426499999997,-0.516230061,0.516230061,-0.516230061,0.516230061
cm_extension,18508,T3_CM,CM,0.6593754,89,0.008214258,0.82214742,0.0,0.6837977926944835,0.8304850928704743,data_driven_transition_energy_peak,True,True,75,0.33957605,0.8304850928704743,3.0,CMES,79,0.40317648500000003,0.8155933757818774,11.0,CM,74,0.337310255,0.166764742092851,3.0,CMES,74,0.337310255,1.0,3.0,CMES,84,0.6786547,0.01927930000000011,7.0,CM,0.8083618776039556,1.6516402371887167,0.8082635612583047,6.672316380720216e-06,0.013624476381239268,3.7068424337334535e-05,0.8638251294990422,-0.3197993499999999,0.3197993499999999,-0.2561989149999999,0.2561989149999999,-0.32206514499999994,0.32206514499999994,-0.32206514499999994,0.32206514499999994
cm_extension,18511,T3_CM,CM,0.42686644,118,0.008324772000000001,0.63081645,0.017508469870835375,0.6897503003559753,0.8178513388390678,data_driven_transition_energy_peak,True,True,112,0.416084185,0.8178513388390678,7.0,CM,111,0.397217275,0.8179740458220017,7.0,CM,24,0.0281686935,0.1699191732092263,1.0,MES,24,0.0281686935,0.9460619479913677,1.0,MES,112,0.416084185,0.010782255000000018,7.0,CM,0.8178513388390678,1.699781228388094,0.8172765056072111,0.0,0.0034073931506126646,0.0,0.9494908953700248,-0.010782255000000018,0.010782255000000018,-0.029649165000000033,0.029649165000000033,-0.3986977465,0.3986977465,-0.3986977465,0.3986977465
cm_extension,18517,T3_CM,CM,0.46599331,92,0.0107778705,0.7437650849999999,0.09069574065833656,0.6786874662406194,0.8165989659804958,data_driven_transition_energy_peak,True,True,74,0.37059814,0.8165989659804958,7.0,CM,74,0.37059814,0.8168582316726115,7.0,CM,23,0.032046941499999995,0.16634497930503964,1.0,MES,23,0.032046941499999995,0.9947408545968716,1.0,MES,81,0.473171575,0.007178265000000017,7.0,CM,0.7965862920462525,1.5898119640082482,0.7960360393067611,0.0,0.02984610407411928,0.0,0.7941141692480613,-0.09539516999999997,0.09539516999999997,-0.09539516999999997,0.09539516999999997,-0.4339463685,0.4339463685,-0.4339463685,0.4339463685
