branch,lineage,differentiation,transition_weight,parameter,gdis,potential
0,SC-EC,1,0.0,0.6722238542890717,0.8073120166491108,1.649024873404888
0,SC-EC,1,0.0,0.7029230317273796,0.809568097260956,1.6622734065892517
0,SC-EC,1,0.0,0.734283196239718,0.8105913263458627,1.6678926837963817
0,SC-EC,1,0.0,0.7648354876615746,0.8103178174812319,1.6643860301303122
0,SC-EC,1,0.0,0.7934048178613395,0.8092073942461134,1.6582164377833486
0,SC-EC,1,0.0,0.8227820211515864,0.8081806102153118,1.651273993129435
0,SC-EC,1,0.0,0.8550969447708578,0.8084467792568556,1.6516257671241306
0,SC-EC,1,0.0,0.8909371327849589,0.8109411881099696,1.6647702490449123
0,SC-EC,1,0.0,0.921783196239718,0.816599123513878,1.6968925612256196
0,SC-EC,1,0.18,0.0240825688073394,0.6511173480289746,1.009296764922108
0,SC-EC,1,0.18,0.03583715596330275,0.6190594792300721,1.0211332444163561
0,SC-EC,1,0.18,0.04705930537352555,0.5781080889231378,0.9049141556302978
0,SC-EC,1,0.18,0.057298492791612,0.5393701714158556,0.7611442736834578
0,SC-EC,1,0.18,0.06950360419397114,0.5139527210159095,0.6576288902211069
0,SC-EC,1,0.18,0.082036369593709,0.518883279053379,0.7064180507670267
0,SC-EC,1,0.18,0.10087647444298814,0.5773266370294596,0.8320701976721339
0,SC-EC,1,0.18,0.120740498034076,0.659888902424571,1.0478797820128918
0,SC-EC,1,0.18,0.13765563564875483,0.7431498843286005,1.394661117428218
0,SC-EC,1,0.18,0.15510321100917424,0.8053679044118288,1.9753417719686697
0,SC-EC,1,0.18,0.17132208387942333,0.8419829601441811,1.7984958260812673
0,SC-EC,1,0.18,0.19237385321100914,0.8527909742804045,1.8137887233712868
0,SC-EC,1,0.18,0.2093709043250327,0.844973919650225,1.8033389284390704
0,SC-EC,1,0.18,0.2279652686762778,0.8272162366733816,1.7571991211270679
0,SC-EC,1,0.18,0.24569954128440363,0.813001569344686,1.6988993863590207
0,SC-EC,1,0.18,0.26413007863695936,0.7846961064276505,1.5964032836041568
0,SC-EC,1,0.18,0.2838302752293578,0.7487906805468456,1.397630268758399
0,SC-EC,1,0.18,0.30520969855832236,0.71195564507344,1.2257699892611722
0,SC-EC,1,0.18,0.32527850589777185,0.6823682819642884,1.1228411039689012
0,SC-EC,1,0.18,0.3447329619921362,0.6704807621715618,1.0904729332516148
0,SC-EC,1,0.18,0.366603866317169,0.6823013157353968,1.1234048609204448
0,SC-EC,1,0.18,0.38544397116644824,0.7096528641492661,1.2207235305156199
0,SC-EC,1,0.18,0.40956749672346,0.7425206401553102,1.3826957691123634
0,SC-EC,1,0.18,0.43332241153342066,0.772520677434346,1.5386165129663478
0,SC-EC,1,0.18,0.4536369593709043,0.7939367108022313,1.5922640887391606
0,SC-EC,1,0.18,0.47620412844036697,0.8043606098562173,1.6186085108723827
0,SC-EC,1,0.18,0.49684633027522934,0.8055629594695453,1.630484485557359
0,SC-EC,1,0.18,0.5262925969447709,0.803360097961594,1.6273756368221013
0,SC-EC,1,0.18,0.5550822561692127,0.802203876741337,1.6160383514176913
0,SC-EC,1,0.18,0.5893801410105758,0.8017408563830557,1.6107832927137817
0,SC-EC,1,0.18,0.6174720916568743,0.8024937918580356,1.6177347188881464
0,SC-EC,1,0.18,0.6449764982373678,0.804601621508467,1.6321054094470784
0,SC-EC,1,0.18,0.6722238542890717,0.8073120166491108,1.649024873404888
0,SC-EC,1,0.18,0.7029230317273796,0.809568097260956,1.6622734065892517
