library.barcode,Assigned_cluster,Pseudotime_value,Pseudotime_branch,Differentiation,CellDay
stg5diff1_S5d4_b1.bcHUXJ,sc_ec,0.5411280846063454,0,1,4
stg5diff1_S5d4_b1.bcBEGC,neurog3_late,0.4581422018348624,0,1,4
stg5diff1_S5d4_b1.bcAJGP,neurog3_mid,0.3682830930537352,0,1,4
stg5diff1_S5d4_b1.bcCQWL,neurog3_late,0.4323950536934591,1,1,4
stg5diff1_S5d4_b1.bcHENK,neurog3_late,0.4474454930035795,1,1,4
stg5diff1_S5d4_b1.bcGLOZ,neurog3_late,0.4487221494102228,0,1,4
stg5diff1_S5d4_b1.bcHBAT,neurog3_mid,0.3139744429882045,0,1,4
stg5diff1_S5d4_b1.bcEGUG,neurog3_late,0.4256426944354051,1,1,4
stg5diff1_S5d4_b1.bcICBZ,neurog3_late,0.4528961926456232,1,1,4
stg5diff1_S5d5_b1.bcCXWS,neurog3_late,0.4835665473478685,1,1,5
stg5diff1_S5d5_b1.bcAHZK,neurog3_late,0.3963553530751708,1,1,5
stg5diff1_S5d5_b1.bcGZUB,sc_ec,0.6029670975323149,0,1,5
stg5diff1_S5d5_b1.bcERMZ,neurog3_late,0.3679554390563564,0,1,5
stg5diff1_S5d5_b1.bcFNCC,neurog3_mid,0.368125610152945,1,1,5
stg5diff1_S5d5_b1.bcCQBK,sc_beta,0.6368098159509202,1,1,5
stg5diff1_S5d5_b1.bcDVYY,neurog3_late,0.5922444183313749,0,1,5
stg5diff1_S5d5_b1.bcABOU,sc_beta,0.5222903885480572,1,1,5
stg5diff1_S5d5_b1.bcGTOL,sc_beta,0.596523517382413,1,1,5
stg5diff1_S5d5_b1.bcCRDZ,neurog3_early,0.2085909534656687,1,1,5
stg5diff1_S5d5_b1.bcCWHB,sc_beta,0.6112474437627812,1,1,5
stg5diff1_S5d5_b1.bcBERO,neurog3_late,0.4275138301334201,1,1,5
stg5diff1_S5d5_b1.bcFVWF,neurog3_mid,0.3430686625447445,1,1,5
stg5diff1_S5d5_b1.bcGCRX,sc_ec,0.5039659224441834,0,1,5
stg5diff1_S5d5_b1.bcGSEY,sc_beta,0.8914110429447852,1,1,5
stg5diff1_S5d5_b1.bcCGST,neurog3_late,0.477627725349821,1,1,5
stg5diff1_S5d5_b1.bcBBIW,sc_ec,0.6498237367802585,0,1,5
stg5diff1_S5d5_b1.bcEYPG,sc_beta,0.7386503067484662,1,1,5
stg5diff1_S5d5_b1.bcAANM,sc_ec,0.6749412455934195,0,1,5
stg5diff1_S5d5_b1.bcCKIZ,sc_ec,0.7790834312573442,0,1,5
stg5diff1_S5d5_b1.bcBRQC,neurog3_mid,0.2661080377481288,1,1,5
stg5diff1_S5d5_b1.bcFQFR,sc_ec,0.6692126909518215,0,1,5
stg5diff1_S5d5_b1.bcETAG,sc_ec,0.6020857814336076,0,1,5
stg5diff1_S5d5_b1.bcABGZ,neurog3_mid,0.2578636959370904,0,1,5
stg5diff1_S5d5_b1.bcDASA,sc_ec,0.681551116333725,0,1,5
stg5diff1_S5d5_b1.bcFRWY,neurog3_late,0.3156524568825252,1,1,5
stg5diff1_S5d5_b1.bcEXKQ,sc_ec,0.8136016451233843,0,1,5
stg5diff1_S5d5_b1.bcFKWP,sc_ec,0.5744712103407755,0,1,5
stg5diff1_S5d5_b1.bcEYJY,sc_beta,0.8556237218813906,1,1,5
stg5diff1_S5d5_b1.bcDKLS,sc_ec,0.4551114023591088,0,1,5
stg5diff1_S5d5_b1.bcIFVS,sc_ec,0.7451527614571093,0,1,5
stg5diff1_S5d5_b1.bcBZON,sc_beta,0.6280163599182004,1,1,5
stg5diff1_S5d5_b1.bcCYFU,sc_beta,0.7132924335378323,1,1,5
stg5diff1_S5d5_b1.bcBWJW,neurog3_mid,0.3844200524246395,0,1,5
stg5diff1_S5d5_b1.bcCOWM,sc_beta,0.6572597137014315,1,1,5
stg5diff1_S5d5_b1.bcEYRS,neurog3_late,0.45478374836173,0,1,5
stg5diff1_S5d5_b1.bcHWFV,neurog3_mid,0.2640741945981126,1,1,5
stg5diff1_S5d5_b1.bcCVHP,neurog3_late,0.4449235274975593,1,1,5
stg5diff1_S5d5_b1.bcICDM,sc_beta,0.9668711656441716,1,1,5
stg5diff1_S5d5_b1.bcHNVU,sc_ec,0.8616333725029377,0,1,5
stg5diff1_S5d5_b1.bcCBIV,sc_beta,0.5648261758691207,1,1,5
stg5diff1_S5d5_b1.bcENIJ,sc_ec,0.5583137485311398,0,1,5
stg5diff1_S5d5_b1.bcERLP,neurog3_late,0.3650065530799475,0,1,5
stg5diff1_S5d5_b1.bcBHLW,sc_ec,0.8368096357226792,0,1,5
stg5diff1_S5d5_b1.bcGCYY,sc_beta,0.4939798242759518,1,1,5
stg5diff1_S5d5_b1.bcIGSB,sc_ec,0.6681844888366628,0,1,5
stg5diff1_S5d5_b1.bcHJBH,sc_ec,0.9481492361927144,0,1,5
stg5diff1_S5d5_b1.bcHJUM,sc_beta,0.8370143149284254,1,1,5
stg5diff1_S5d5_b1.bcBMMD,neurog3_late,0.6417177914110429,1,1,5
stg5diff1_S5d5_b1.bcBJKU,sc_beta,0.5738241308793456,1,1,5
stg5diff1_S5d5_b1.bcHWOO,sc_ec,0.5478848413631022,0,1,5
stg5diff1_S5d5_b1.bcBASY,sc_ec,0.6194183313748531,0,1,5
stg5diff1_S5d5_b1.bcAVBI,sc_beta,0.5815950920245399,1,1,5
stg5diff1_S5d5_b1.bcIJJJ,neurog3_late,0.3583631630328669,1,1,5
stg5diff1_S5d5_b1.bcDZSF,sc_beta,0.967280163599182,1,1,5
stg5diff1_S5d5_b1.bcAXGP,sc_beta,0.5942740286298569,1,1,5
stg5diff1_S5d5_b1.bcDXDA,neurog3_late,0.5581668625146886,0,1,5
stg5diff1_S5d5_b1.bcFLZR,sc_ec,0.4510157273918742,0,1,5
stg5diff1_S5d5_b1.bcHHOQ,neurog3_mid,0.2111730013106159,0,1,5
stg5diff1_S5d5_b1.bcDRUH,sc_beta,0.6732106339468302,1,1,5
stg5diff1_S5d5_b1.bcGHIZ,sc_beta,0.6404907975460122,1,1,5
stg5diff1_S5d5_b1.bcCVJQ,sc_beta,0.8198364008179959,1,1,5
stg5diff1_S5d5_b1.bcEXAV,neurog3_mid,0.2904652686762778,0,1,5
stg5diff1_S5d5_b1.bcEVNZ,sc_ec,0.5008813160987075,0,1,5
stg5diff1_S5d6_b1.bcESIO,sc_ec,0.9109870740305523,0,1,6
stg5diff1_S5d6_b1.bcFKLA,neurog3_mid,0.2504914809960681,0,1,6
stg5diff1_S5d6_b1.bcHHYK,neurog3_late,0.7936605316973415,1,1,6
stg5diff1_S5d6_b1.bcFXJJ,neurog3_late,0.3707289293849658,1,1,6
stg5diff1_S5d6_b1.bcGIAZ,sc_beta,0.8,1,1,6
stg5diff1_S5d6_b1.bcGYHC,sc_beta,0.959918200408998,1,1,6
stg5diff1_S5d6_b1.bcEUDN,sc_beta,0.9351738241308792,1,1,6
stg5diff1_S5d6_b1.bcHKFN,sc_ec,0.7995005875440657,0,1,6
stg5diff1_S5d6_b1.bcHXLU,neurog3_late,0.4488040629095675,0,1,6
stg5diff1_S5d6_b1.bcBLVU,prog_nkx61,0.0897331597787178,1,1,6
stg5diff1_S5d6_b1.bcCCXZ,neurog3_early,0.1571753986332574,1,1,6
stg5diff1_S5d6_b1.bcFQWB,neurog3_late,0.4152195281782437,0,1,6
stg5diff1_S5d6_b1.bcHZCR,sc_ec,0.8561985898942421,0,1,6
stg5diff1_S5d6_b1.bcGCLW,neurog3_late,0.3970875366091767,1,1,6
stg5diff1_S5d6_b1.bcGAEP,sc_ec,0.9296415981198588,0,1,6
stg5diff1_S5d6_b1.bcBSSC,sc_ec,0.624412455934195,0,1,6
stg5diff1_S5d6_b1.bcELVX,sc_ec,0.5647767332549941,0,1,6
stg5diff1_S5d6_b1.bcEAPR,sc_beta,0.7098159509202454,1,1,6
stg5diff1_S5d6_b1.bcGIMT,neurog3_late,0.4589163683696713,1,1,6
stg5diff1_S5d6_b1.bcFUGU,sc_ec,0.613689776733255,0,1,6
stg5diff1_S5d6_b1.bcHGFA,sc_beta,0.9881390593047036,1,1,6
stg5diff1_S5d6_b1.bcFKIG,neurog3_late,0.4131955743573056,1,1,6
stg5diff1_S5d6_b1.bcALLL,neurog3_late,0.5853407755581669,0,1,6
stg5diff1_S5d6_b1.bcGFVL,neurog3_late,0.5443595769682726,0,1,6
stg5diff1_S5d6_b1.bcEBLT,sc_beta,0.9051124744376278,1,1,6
stg5diff1_S5d6_b1.bcHMSW,sc_ec,0.7498531139835487,0,1,6
stg5diff1_S5d6_b1.bcFZXC,sc_ec,0.4993446920052424,0,1,6
stg5diff1_S5d6_b1.bcEXTI,neurog3_late,0.718200408997955,1,1,6
stg5diff1_S5d6_b1.bcHVHB,sc_ec,0.8353407755581669,0,1,6
stg5diff1_S5d6_b1.bcHSWG,neurog3_late,0.4563944028636512,1,1,6
stg5diff1_S5d6_b1.bcCKOP,sc_beta,0.9423312883435584,1,1,6
stg5diff1_S5d6_b1.bcDZQB,neurog3_late,0.5742331288343558,1,1,6
stg5diff1_S5d6_b1.bcHKKD,sc_beta,0.5554192229038855,1,1,6
stg5diff1_S5d6_b1.bcHIRK,sc_ec,0.5746180963572268,0,1,6
stg5diff1_S5d6_b1.bcBYRY,sc_ec,0.9550528789659224,0,1,6
stg5diff1_S5d6_b1.bcGJMN,sc_ec,0.7207696827262045,0,1,6
stg5diff1_S5d6_b1.bcAJZV,sc_ec,0.7320064629847238,0,1,6
stg5diff1_S5d6_b1.bcDRYU,neurog3_late,0.4822247706422018,0,1,6
stg5diff1_S5d6_b1.bcAASU,sc_ec,0.9653349001175088,0,1,6
stg5diff1_S5d6_b1.bcDOGD,sc_ec,0.8478260869565217,0,1,6
stg5diff1_S5d6_b1.bcEEPT,sc_ec,0.8227085781433607,0,1,6
stg5diff1_S5d6_b1.bcFSSC,sc_ec,0.6333725029377203,0,1,6
stg5diff1_S5d6_b1.bcFUKV,sc_ec,0.743096357226792,0,1,6
stg5diff1_S5d6_b1.bcETWI,sc_beta,0.8124744376278119,1,1,6
stg5diff1_S5d6_b1.bcFASD,sc_ec,0.7329612220916568,0,1,6
stg5diff1_S5d6_b1.bcFJIA,neurog3_late,0.4051415554832411,1,1,6
stg5diff1_S5d6_b1.bcFWBZ,sc_beta,0.8881390593047035,1,1,6
stg5diff1_S5d6_b1.bcCVJX,sc_ec,0.9966216216216216,0,1,6
stg5diff1_S5d6_b1.bcBDBA,neurog3_late,0.385372600065083,1,1,6
stg5diff1_S5d6_b1.bcEFVZ,sc_beta,0.9355828220858896,1,1,6
stg5diff1_S5d6_b1.bcFCST,sc_beta,0.9975460122699388,1,1,6
stg5diff1_S5d6_b1.bcFCZZ,neurog3_late,0.4434796854521625,0,1,6
stg5diff1_S5d6_b1.bcFIEG,sc_ec,0.7250293772032903,0,1,6
stg5diff1_S5d6_b1.bcGGVH,neurog3_mid,0.3040188740644322,1,1,6
stg5diff1_S5d6_b1.bcDMPT,sc_ec,0.6910987074030552,0,1,6
stg5diff1_S5d6_b1.bcDLAO,sc_beta,0.905521472392638,1,1,6
stg5diff1_S5d6_b1.bcCBSN,neurog3_late,0.48935124508519,0,1,6
stg5diff1_S5d6_b1.bcEBDF,sc_ec,0.6305816686251469,0,1,6
stg5diff1_S5d6_b1.bcGIDS,sc_ec,0.8747062279670975,0,1,6
stg5diff1_S5d7_b1.bcGQYI,neurog3_late,0.4475268467295802,1,1,7
stg5diff1_S5d7_b1.bcAQVU,neurog3_late,0.3718678815489749,1,1,7
stg5diff1_S5d7_b1.bcFCKQ,sc_beta,0.6464212678936605,1,1,7
stg5diff1_S5d7_b1.bcGJNM,sc_beta,0.8075664621676892,1,1,7
stg5diff1_S5d7_b1.bcCMSY,neurog3_late,0.620593419506463,0,1,7
stg5diff1_S5d7_b1.bcBQSJ,sc_beta,0.849079754601227,1,1,7
stg5diff1_S5d7_b1.bcCUBF,sc_beta,0.6834355828220859,1,1,7
stg5diff1_S5d7_b1.bcFWQG,sc_ec,0.9907461809635724,0,1,7
stg5diff1_S5d7_b1.bcCWNG,sc_beta,0.8948875255623722,1,1,7
stg5diff1_S5d7_b1.bcEGWR,sc_ec,0.7138660399529965,0,1,7
stg5diff1_S5d7_b1.bcFBTJ,sc_ec,0.7583725029377204,0,1,7
stg5diff1_S5d7_b1.bcDFCM,sc_ec,0.9656286721504111,0,1,7
stg5diff1_S5d7_b1.bcFWXS,sc_beta,0.7705521472392638,1,1,7
stg5diff1_S5d7_b1.bcHOXQ,sc_ec,0.9891304347826086,0,1,7
stg5diff1_S5d7_b1.bcGYWV,neurog3_late,0.4642043605597136,1,1,7
stg5diff1_S5d7_b1.bcHEYG,sc_beta,0.5057259713701432,1,1,7
stg5diff1_S5d7_b1.bcDYFV,sc_beta,0.8773006134969326,1,1,7
stg5diff1_S5d7_b1.bcIIZM,prog_nkx61,0.1255287992190042,1,1,7
stg5diff1_S5d7_b1.bcBUUM,sc_ec,0.8676556991774382,0,1,7
stg5diff1_S5d7_b1.bcEJIV,sc_beta,0.8002044989775051,1,1,7
stg5diff1_S5d7_b1.bcHLCW,neurog3_late,0.4684347543117474,1,1,7
stg5diff1_S5d7_b1.bcGPAA,sc_ec,0.8419506462984724,0,1,7
stg5diff1_S5d7_b1.bcATBE,neurog3_mid,0.2543931012040351,1,1,7
stg5diff1_S5d7_b1.bcHIXM,sc_ec,0.8265276145710928,0,1,7
stg5diff1_S5d7_b1.bcEEEH,sc_ec,0.8481198589894242,0,1,7
stg5diff1_S5d7_b1.bcGTOX,sc_beta,0.5435582822085889,1,1,7
stg5diff1_S5d7_b1.bcAQYQ,sc_ec,0.8210928319623971,0,1,7
stg5diff1_S5d7_b1.bcBACI,sc_ec,0.9419800235017626,0,1,7
stg5diff1_S5d7_b1.bcERDE,sc_beta,0.5226993865030675,1,1,7
stg5diff1_S5d7_b1.bcCOMH,neurog3_late,0.3445330296127563,1,1,7
stg5diff1_S5d7_b1.bcEOVY,sc_ec,0.9858989424206815,0,1,7
stg5diff1_S5d7_b1.bcBSJI,sc_beta,0.5355828220858896,1,1,7
stg5diff1_S5d7_b1.bcGMBJ,sc_ec,0.8607520564042304,0,1,7
stg5diff1_S5d7_b1.bcDUPK,sc_ec,0.8547297297297297,0,1,7
stg5diff1_S5d7_b1.bcIJOY,sc_ec,0.9728260869565216,0,1,7
stg5diff1_S5d7_b1.bcHLWH,sc_ec,0.6705346650998825,0,1,7
stg5diff1_S5d7_b1.bcHTUN,sc_ec,0.6800822561692127,0,1,7
stg5diff1_S5d7_b1.bcHENK,neurog3_late,0.3781946264744429,0,1,7
stg5diff1_S5d7_b1.bcFHPN,sc_ec,0.6468860164512338,0,1,7
stg5diff1_S5d7_b1.bcAHIF,sc_ec,0.8299059929494712,0,1,7
stg5diff1_S5d7_b1.bcCDTV,neurog3_late,0.4640416531077123,1,1,7
stg5diff1_S5d7_b1.bcGXFP,sc_ec,0.5168918918918919,0,1,7
stg5diff1_S5d7_b1.bcEODO,sc_beta,0.798159509202454,1,1,7
stg5diff1_S5d7_b1.bcAICI,neurog3_mid,0.2380410022779043,1,1,7
stg5diff1_S5d7_b1.bcFUOJ,sc_beta,0.9824130879345604,1,1,7
stg5diff1_S5d7_b1.bcHVWZ,sc_ec,0.9791421856639247,0,1,7
stg5diff1_S5d7_b1.bcGGOS,neurog3_mid,0.2023267165636186,1,1,7
stg5diff1_S5d7_b1.bcGZAJ,sc_ec,0.9372796709753232,0,1,7
stg5diff1_S5d7_b1.bcBAZU,sc_ec,0.6938895417156287,0,1,7
stg5diff1_S5d7_b1.bcEMXF,sc_beta,0.7447852760736197,1,1,7
stg5diff1_S5d7_b1.bcGDDY,neurog3_mid,0.2151806052717214,1,1,7
stg5diff1_S5d7_b1.bcDFEH,prog_nkx61,0.1263423364790107,1,1,7
stg5diff1_S5d7_b1.bcGAPF,neurog3_late,0.4125447445493003,1,1,7
stg5diff1_S5d7_b1.bcFIHA,sc_ec,0.7655699177438308,0,1,7
stg5diff1_S5d7_b1.bcHEHK,sc_beta,0.8840490797546012,1,1,7
stg5diff1_S5d7_b1.bcFBSR,sc_ec,0.4658420707732634,0,1,7
stg5diff1_S5d7_b1.bcBLEY,neurog3_late,0.7577849588719154,0,1,7
stg5diff1_S5d7_b1.bcAQWX,neurog3_late,0.4162844036697247,0,1,7
stg5diff1_S5d7_b1.bcAZLX,sc_ec,0.8401880141010576,0,1,7
stg5diff1_S5d7_b1.bcDDOZ,sc_beta,0.9609406952965236,1,1,7
stg5diff1_S5d7_b1.bcEKGA,sc_ec,0.8384253819036428,0,1,7
stg5diff1_S5d7_b1.bcHOLQ,neurog3_late,0.3455906280507647,1,1,7
stg5diff1_S5d7_b1.bcCTRB,sc_beta,0.8208588957055214,1,1,7
stg5diff1_S5d7_b1.bcFGYT,neurog3_late,0.4793577981651376,0,1,7
stg5diff1_S5d7_b1.bcDLGT,sc_ec,0.8943889541715628,0,1,7
stg5diff1_S5d7_b1.bcDXDI,sc_beta,0.8719836400817995,1,1,7
stg5diff1_S5d7_b1.bcCAEM,sc_ec,0.9400705052878966,0,1,7
stg5diff1_S5d7_b1.bcGNPO,sc_beta,0.5147239263803681,1,1,7
stg5diff2_S5d0_b1.bcAGWR,prog_nkx61,0.0347380410022779,1,2,0
stg5diff2_S5d0_b1.bcHRWE,prog_nkx61,0.0109827530100878,1,2,0
stg5diff2_S5d0_b1.bcHESB,prog_nkx61,0.0283924503742271,1,2,0
stg5diff2_S5d0_b1.bcCTOS,prog_nkx61,0.0276867627785059,0,2,0
stg5diff2_S5d0_b1.bcBVTD,prog_nkx61,0.0704523267165636,1,2,0
stg5diff2_S5d0_b1.bcCXYL,prog_nkx61,0.0180209698558322,0,2,0
stg5diff2_S5d0_b1.bcFIKN,prog_nkx61,0.001383013342011,1,2,0
stg5diff2_S5d0_b1.bcEBVV,prog_nkx61,0.0403833551769331,0,2,0
stg5diff2_S5d0_b1.bcENPR,prog_nkx61,0.0709404490725675,1,2,0
stg5diff2_S5d0_b1.bcGLKY,prog_nkx61,0.0092743247640741,1,2,0
stg5diff2_S5d0_b1.bcEOGZ,prog_nkx61,0.0078913114220631,1,2,0
stg5diff2_S5d0_b1.bcBUKE,prog_nkx61,0.0413276928083306,1,2,0
stg5diff2_S5d0_b1.bcGQAE,prog_nkx61,0.0767529488859764,0,2,0
stg5diff2_S5d0_b1.bcFOZO,prog_nkx61,0.0324601366742596,1,2,0
stg5diff2_S5d0_b1.bcAHOH,prog_nkx61,0.0005694760820045,1,2,0
stg5diff2_S5d0_b1.bcEUZE,prog_nkx61,0.05848623853211,0,2,0
stg5diff2_S5d0_b1.bcIGEW,prog_nkx61,0.0070777741620566,1,2,0
stg5diff2_S5d0_b1.bcAGYI,prog_nkx61,0.0724115334207077,0,2,0
stg5diff2_S5d0_b1.bcFXXX,prog_nkx61,0.0402700943703221,1,2,0
stg5diff2_S5d0_b1.bcCWHZ,prog_nkx61,0.0316465994142531,1,2,0
stg5diff2_S5d0_b1.bcEBXR,prog_nkx61,0.0677424639580602,0,2,0
stg5diff2_S5d0_b1.bcDIEH,prog_nkx61,0.0474279161205766,0,2,0
stg5diff2_S5d0_b1.bcDBJL,prog_nkx61,0.0041490400260331,1,2,0
stg5diff2_S5d0_b1.bcBLXE,prog_nkx61,0.0634010484927916,0,2,0
stg5diff2_S5d0_b1.bcGHYO,prog_nkx61,0.0445609436435124,0,2,0
stg5diff2_S5d0_b1.bcAQCY,prog_nkx61,0.0112221494102228,0,2,0
stg5diff2_S5d0_b1.bcAJRO,prog_nkx61,0.0448066841415465,0,2,0
stg5diff2_S5d0_b1.bcHPPU,prog_nkx61,0.0741945981125935,1,2,0
stg5diff2_S5d0_b1.bcHVJN,prog_nkx61,0.0179390563564875,0,2,0
stg5diff2_S5d0_b1.bcBXYL,prog_nkx61,0.0275789131142206,1,2,0
stg5diff2_S5d0_b1.bcDEUL,prog_nkx61,0.0248197903014416,0,2,0
stg5diff2_S5d0_b1.bcEPNX,prog_nkx61,0.0400260331923202,1,2,0
stg5diff2_S5d0_b1.bcDFRQ,prog_nkx61,0.0621723460026212,0,2,0
stg5diff2_S5d0_b1.bcDMKB,prog_nkx61,0.0861730013106159,0,2,0
stg5diff2_S5d0_b1.bcBOPS,prog_nkx61,0.0682339449541284,0,2,0
stg5diff2_S5d0_b1.bcFSBE,prog_nkx61,0.0793198828506345,1,2,0
stg5diff2_S5d0_b1.bcDTBX,prog_nkx61,0.035632372214941,0,2,0
stg5diff2_S5d0_b1.bcBGMX,prog_nkx61,0.0549639580602883,0,2,0
stg5diff2_S5d0_b1.bcELHI,prog_nkx61,0.0514969085584119,1,2,0
stg5diff2_S5d0_b1.bcFATF,prog_nkx61,0.0597136348844777,1,2,0
stg5diff2_S5d0_b1.bcBQBS,prog_nkx61,0.0602017572404816,1,2,0
stg5diff2_S5d0_b1.bcEUOZ,prog_nkx61,0.0820859095346566,1,2,0
stg5diff2_S5d0_b1.bcFYDY,prog_nkx61,0.0268676277850589,0,2,0
stg5diff2_S5d0_b1.bcBKRC,prog_nkx61,0.0330296127562642,1,2,0
stg5diff2_S5d0_b1.bcIGCG,prog_nkx61,0.0576671035386631,0,2,0
stg5diff2_S5d0_b1.bcFGDK,prog_nkx61,0.0381548974943052,1,2,0
stg5diff2_S5d0_b1.bcHKAG,prog_nkx61,0.0770419785226163,1,2,0
stg5diff2_S5d0_b1.bcGJOY,prog_nkx61,0.017529488859764,0,2,0
stg5diff2_S5d0_b1.bcETFD,prog_nkx61,0.0276602668402212,1,2,0
stg5diff2_S5d0_b1.bcAMDJ,prog_nkx61,0.0751965923984272,0,2,0
stg5diff2_S5d0_b1.bcBHZZ,prog_nkx61,0.050786369593709,0,2,0
stg5diff2_S5d0_b1.bcHYHS,prog_nkx61,0.0173656618610747,0,2,0
stg5diff2_S5d0_b1.bcEMZX,prog_nkx61,0.0785550458715596,0,2,0
stg5diff2_S5d0_b1.bcDWXU,prog_nkx61,0.0698722149410222,0,2,0
stg5diff2_S5d0_b1.bcBPXU,prog_nkx61,0.0875655307994757,0,2,0
stg5diff2_S5d0_b1.bcCKTE,prog_nkx61,0.0357956394402863,1,2,0
stg5diff2_S5d0_b1.bcAPXQ,prog_nkx61,0.0089285714285714,0,2,0
stg5diff2_S5d0_b1.bcASJU,prog_nkx61,0.0843709043250327,0,2,0
stg5diff2_S5d0_b1.bcGHXA,prog_nkx61,0.0457077326343381,0,2,0
stg5diff2_S5d0_b1.bcEXCD,prog_nkx61,0.0003254149040026,1,2,0
stg5diff2_S5d0_b1.bcELHZ,prog_nkx61,0.0756589651806052,1,2,0
stg5diff2_S5d0_b1.bcCHMC,prog_nkx61,0.0511714936544093,1,2,0
stg5diff2_S5d0_b1.bcBSXP,prog_nkx61,0.1055865006553079,0,2,0
stg5diff2_S5d0_b1.bcDGNM,prog_nkx61,0.0184672958021477,1,2,0
stg5diff2_S5d0_b1.bcALNJ,prog_nkx61,0.0104849279161205,0,2,0
stg5diff2_S5d0_b1.bcEHTO,prog_nkx61,0.0630491376505043,1,2,0
stg5diff2_S5d0_b1.bcGZSO,prog_nkx61,0.0643507972665148,1,2,0
stg5diff2_S5d0_b1.bcGELN,prog_nkx61,0.0759843800846078,1,2,0
stg5diff2_S5d0_b1.bcFWMO,prog_nkx61,0.080133420110641,1,2,0
stg5diff2_S5d1_b1.bcDRSP,prog_nkx61,0.1107224210868857,1,2,1
stg5diff2_S5d1_b1.bcFQAY,neurog3_early,0.1941913439635535,1,2,1
stg5diff2_S5d1_b1.bcEPOO,neurog3_early,0.1845916042954767,1,2,1
stg5diff2_S5d1_b1.bcGOYZ,prog_nkx61,0.1202490170380078,0,2,1
stg5diff2_S5d1_b1.bcAEKO,neurog3_early,0.1757240481614058,1,2,1
stg5diff2_S5d1_b1.bcEXGD,neurog3_mid,0.2502440611780019,1,2,1
stg5diff2_S5d1_b1.bcDWAB,prog_nkx61,0.0903026358607224,1,2,1
stg5diff2_S5d1_b1.bcGRWY,neurog3_mid,0.2586009174311927,0,2,1
stg5diff2_S5d1_b1.bcCNKS,prog_nkx61,0.1187745740498034,0,2,1
stg5diff2_S5d1_b1.bcEGWR,prog_nkx61,0.1379759192971038,1,2,1
stg5diff2_S5d1_b1.bcAIQO,prog_nkx61,0.1345019659239842,0,2,1
stg5diff2_S5d1_b1.bcCDKK,neurog3_early,0.1660386631716907,0,2,1
stg5diff2_S5d1_b1.bcESLB,prog_nkx61,0.089613368283093,0,2,1
stg5diff2_S5d1_b1.bcDBFF,prog_nkx61,0.1244266055045871,0,2,1
stg5diff2_S5d1_b1.bcIAGE,neurog3_early,0.1849170191994793,1,2,1
stg5diff2_S5d1_b1.bcGGUI,prog_nkx61,0.0831422018348623,0,2,1
stg5diff2_S5d1_b1.bcDJUB,neurog3_mid,0.2077326343381389,0,2,1
stg5diff2_S5d1_b1.bcFLMD,prog_nkx61,0.0937909567496723,0,2,1
stg5diff2_S5d1_b1.bcEQZN,prog_nkx61,0.0780182232346241,1,2,1
stg5diff2_S5d1_b1.bcHOTF,prog_nkx61,0.0934633027522935,0,2,1
stg5diff2_S5d1_b1.bcHSMR,prog_nkx61,0.1036205766710353,0,2,1
stg5diff2_S5d1_b1.bcAWEN,prog_nkx61,0.0959973966807679,1,2,1
stg5diff2_S5d1_b1.bcIEHX,neurog3_early,0.1564432150992515,1,2,1
stg5diff2_S5d1_b1.bcDPAU,prog_nkx61,0.1331760494630654,1,2,1
stg5diff2_S5d1_b1.bcFDSS,neurog3_mid,0.2030589000976244,1,2,1
stg5diff2_S5d1_b1.bcBRFW,neurog3_early,0.1548165137614678,0,2,1
stg5diff2_S5d1_b1.bcDAZL,neurog3_early,0.1585845347313237,0,2,1
stg5diff2_S5d1_b1.bcGOWH,neurog3_early,0.1565245688252522,1,2,1
stg5diff2_S5d1_b1.bcFENA,neurog3_early,0.1984764089121887,0,2,1
stg5diff2_S5d1_b1.bcGSDX,neurog3_early,0.1531890660592255,1,2,1
stg5diff2_S5d1_b1.bcGUEZ,neurog3_mid,0.2370576671035386,0,2,1
stg5diff2_S5d1_b1.bcFVWI,neurog3_early,0.1562805076472502,1,2,1
stg5diff2_S5d1_b1.bcCFBQ,neurog3_mid,0.1947083879423329,0,2,1
stg5diff2_S5d1_b1.bcCLZI,neurog3_early,0.1730832241153342,0,2,1
stg5diff2_S5d1_b1.bcBXDG,neurog3_mid,0.2561828831760495,1,2,1
stg5diff2_S5d1_b1.bcHBLO,neurog3_early,0.1981776765375854,1,2,1
stg5diff2_S5d1_b1.bcEGAE,prog_nkx61,0.1308167914090465,1,2,1
stg5diff2_S5d1_b1.bcCBCP,neurog3_late,0.3378620240807028,1,2,1
stg5diff2_S5d1_b1.bcFPFP,neurog3_early,0.1452977546371623,1,2,1
stg5diff2_S5d1_b1.bcDGGH,neurog3_early,0.1552229092092417,1,2,1
stg5diff2_S5d1_b1.bcELCR,neurog3_mid,0.2604849279161206,0,2,1
stg5diff2_S5d1_b1.bcEMDS,neurog3_early,0.145379108363163,1,2,1
stg5diff2_S5d1_b1.bcHDVP,neurog3_early,0.1428571428571428,0,2,1
stg5diff2_S5d1_b1.bcCCMB,neurog3_early,0.1450688073394495,0,2,1
stg5diff2_S5d1_b1.bcGYWZ,neurog3_early,0.1806866254474455,1,2,1
stg5diff2_S5d1_b1.bcEMRC,neurog3_early,0.1508298080052066,1,2,1
stg5diff2_S5d1_b1.bcGLBO,neurog3_early,0.1716563618613732,1,2,1
stg5diff2_S5d1_b1.bcCFKH,prog_nkx61,0.0877293577981651,0,2,1
stg5diff2_S5d1_b1.bcFTOK,prog_nkx61,0.0931500162707452,1,2,1
