library.barcode,Assigned_cluster,Pseudotime_value,Pseudotime_branch,Differentiation,CellDay
stg5diff2_S5d1_b1.bcDLBL,neurog3_mid,0.2315694626474443,0,2,1
stg5diff2_S5d1_b1.bcEBVL,neurog3_early,0.179384965831435,1,2,1
stg5diff2_S5d1_b1.bcCNBS,prog_nkx61,0.1150884665792922,0,2,1
stg5diff2_S5d1_b1.bcGOSU,neurog3_early,0.1278067035470224,1,2,1
stg5diff2_S5d1_b1.bcEGSH,prog_nkx61,0.0873739017246989,1,2,1
stg5diff2_S5d1_b1.bcGPVF,neurog3_early,0.1610419397116644,0,2,1
stg5diff2_S5d1_b1.bcGKDR,neurog3_early,0.1639908256880733,0,2,1
stg5diff2_S5d1_b1.bcGMFZ,neurog3_early,0.1481451350471851,1,2,1
stg5diff2_S5d1_b1.bcHIAH,neurog3_early,0.1702981651376146,0,2,1
stg5diff2_S5d1_b1.bcANND,neurog3_early,0.1609600262123197,0,2,1
stg5diff2_S5d1_b1.bcEZUT,prog_nkx61,0.1238532110091743,0,2,1
stg5diff2_S5d1_b1.bcBXUP,prog_nkx61,0.085502766026684,1,2,1
stg5diff2_S5d1_b1.bcCTZT,prog_nkx61,0.1299219004230394,1,2,1
stg5diff2_S5d1_b1.bcFISY,neurog3_early,0.2096166448230668,0,2,1
stg5diff2_S5d1_b1.bcBMEG,neurog3_early,0.1618610747051114,0,2,1
stg5diff2_S5d1_b1.bcDZLT,prog_nkx61,0.0807028961926456,1,2,1
stg5diff2_S5d1_b1.bcIFTR,neurog3_early,0.1760321100917431,0,2,1
stg5diff2_S5d1_b1.bcGCPX,prog_nkx61,0.1260169215750081,1,2,1
stg5diff2_S5d1_b1.bcEOQG,neurog3_early,0.1950360419397116,0,2,1
stg5diff2_S5d1_b1.bcENIW,prog_nkx61,0.1127129750982962,0,2,1
stg5diff2_S5d2_b1.bcGYAD,neurog3_mid,0.2954619921363041,0,2,2
stg5diff2_S5d2_b1.bcIBKT,neurog3_mid,0.2883989586723072,1,2,2
stg5diff2_S5d2_b1.bcHTFF,prog_nkx61,0.1031290956749672,0,2,2
stg5diff2_S5d2_b1.bcCELR,neurog3_mid,0.2617962902700944,1,2,2
stg5diff2_S5d2_b1.bcCNFK,neurog3_late,0.4176700292873413,1,2,2
stg5diff2_S5d2_b1.bcBXYG,neurog3_mid,0.2706638464041653,1,2,2
stg5diff2_S5d2_b1.bcAWMO,neurog3_mid,0.2888870810283111,1,2,2
stg5diff2_S5d2_b1.bcCFXN,neurog3_mid,0.2323885976408912,0,2,2
stg5diff2_S5d2_b1.bcHFYA,neurog3_late,0.2967726081258191,0,2,2
stg5diff2_S5d2_b1.bcHBPB,neurog3_mid,0.239749430523918,1,2,2
stg5diff2_S5d2_b1.bcFBQN,neurog3_late,0.3313537260006508,1,2,2
stg5diff2_S5d2_b1.bcCNLI,neurog3_mid,0.3227302310445818,1,2,2
stg5diff2_S5d2_b1.bcDPNB,neurog3_mid,0.3022290920924178,1,2,2
stg5diff2_S5d2_b1.bcBKWY,neurog3_mid,0.2380406290956749,0,2,2
stg5diff2_S5d2_b1.bcBQTC,neurog3_early,0.2000488122356004,1,2,2
stg5diff2_S5d2_b1.bcERUK,neurog3_late,0.3612105434428896,1,2,2
stg5diff2_S5d2_b1.bcGTZD,neurog3_late,0.3669866579889358,1,2,2
stg5diff2_S5d2_b1.bcHXZB,neurog3_mid,0.235091743119266,0,2,2
stg5diff2_S5d2_b1.bcBHJE,prog_nkx61,0.0700455580865603,1,2,2
stg5diff2_S5d2_b1.bcEQWD,prog_nkx61,0.105832241153342,0,2,2
stg5diff2_S5d2_b1.bcFGZR,neurog3_mid,0.2794500488122356,1,2,2
stg5diff2_S5d2_b1.bcGBRV,neurog3_late,0.4189716889033518,1,2,2
stg5diff2_S5d2_b1.bcFOCG,neurog3_mid,0.3211009174311927,0,2,2
stg5diff2_S5d2_b1.bcFZZL,neurog3_mid,0.234026867627785,0,2,2
stg5diff2_S5d2_b1.bcHDLS,neurog3_mid,0.268348623853211,0,2,2
stg5diff2_S5d2_b1.bcGRVK,neurog3_mid,0.3123361730013106,0,2,2
stg5diff2_S5d2_b1.bcAWFL,neurog3_mid,0.2776602668402212,1,2,2
stg5diff2_S5d2_b1.bcEAMS,neurog3_mid,0.2152686762778506,0,2,2
stg5diff2_S5d2_b1.bcDLPF,neurog3_mid,0.2504095674967234,0,2,2
stg5diff2_S5d2_b1.bcCDTY,neurog3_mid,0.2256716906946264,0,2,2
stg5diff2_S5d2_b1.bcBQMG,neurog3_early,0.1724698991213797,1,2,2
stg5diff2_S5d2_b1.bcBMGN,neurog3_mid,0.2436544093719492,1,2,2
stg5diff2_S5d2_b1.bcBUDE,neurog3_early,0.1908558411975268,1,2,2
stg5diff2_S5d2_b1.bcBDDK,neurog3_mid,0.2526033192320208,1,2,2
stg5diff2_S5d2_b1.bcHVBB,neurog3_mid,0.212483617300131,0,2,2
stg5diff2_S5d2_b1.bcHIAQ,neurog3_mid,0.2555320533680442,1,2,2
stg5diff2_S5d2_b1.bcGUNV,neurog3_mid,0.3078424991864627,1,2,2
stg5diff2_S5d2_b1.bcHEWG,neurog3_mid,0.2853075170842825,1,2,2
stg5diff2_S5d2_b1.bcBCGC,neurog3_mid,0.3222477064220183,0,2,2
stg5diff2_S5d2_b1.bcCEMG,neurog3_mid,0.3100425950196592,0,2,2
stg5diff2_S5d2_b1.bcEVET,neurog3_mid,0.3773999349170192,1,2,2
stg5diff2_S5d2_b1.bcEHYS,neurog3_mid,0.281372870249017,0,2,2
stg5diff2_S5d2_b1.bcBXPD,neurog3_late,0.4325851900393185,0,2,2
stg5diff2_S5d2_b1.bcEOZW,neurog3_mid,0.2285226163358281,1,2,2
stg5diff2_S5d2_b1.bcHLXP,neurog3_mid,0.2716251638269987,0,2,2
stg5diff2_S5d2_b1.bcGXKR,neurog3_mid,0.2447933615359583,1,2,2
stg5diff2_S5d2_b1.bcEVLM,neurog3_mid,0.3116661243084933,1,2,2
stg5diff2_S5d2_b1.bcGEDK,neurog3_mid,0.270501138952164,1,2,2
stg5diff2_S5d2_b1.bcEKDT,neurog3_mid,0.3138925294888597,0,2,2
stg5diff2_S5d2_b1.bcGASQ,neurog3_mid,0.2795314025382363,1,2,2
stg5diff2_S5d2_b1.bcDHFN,neurog3_mid,0.2919785226163358,1,2,2
stg5diff2_S5d2_b1.bcBDBW,neurog3_mid,0.2658093053735255,0,2,2
stg5diff2_S5d2_b1.bcFQSB,neurog3_mid,0.2675294888597641,0,2,2
stg5diff2_S5d2_b1.bcFSEL,prog_nkx61,0.0995769606247966,1,2,2
stg5diff2_S5d2_b1.bcCGNA,neurog3_mid,0.3286369593709043,0,2,2
stg5diff2_S5d2_b1.bcGTXL,neurog3_mid,0.2609827530100879,1,2,2
stg5diff2_S5d2_b1.bcEIVV,neurog3_late,0.3684469200524246,0,2,2
stg5diff2_S5d2_b1.bcIFBQ,neurog3_mid,0.2415629095674967,0,2,2
stg5diff2_S5d2_b1.bcIACO,neurog3_mid,0.2745740498034076,0,2,2
stg5diff2_S5d2_b1.bcCLLU,neurog3_mid,0.2043741808650065,0,2,2
stg5diff2_S5d2_b1.bcGUAY,neurog3_early,0.1771884152294175,1,2,2
stg5diff2_S5d2_b1.bcGXCK,neurog3_mid,0.2843312723722746,1,2,2
stg5diff2_S5d2_b1.bcENXN,prog_nkx61,0.1218678815489749,1,2,2
stg5diff2_S5d2_b1.bcBXMA,prog_nkx61,0.0883501464367068,1,2,2
stg5diff2_S5d2_b1.bcEWQW,neurog3_mid,0.2954767328343638,1,2,2
stg5diff2_S5d2_b1.bcEORO,neurog3_mid,0.2382850634559062,1,2,2
stg5diff2_S5d2_b1.bcBXNL,neurog3_mid,0.2927588466579292,0,2,2
stg5diff2_S5d2_b1.bcFTDT,neurog3_mid,0.2558977719528178,0,2,2
stg5diff2_S5d2_b1.bcGHQD,neurog3_mid,0.2408070289619264,1,2,2
stg5diff2_S5d2_b1.bcFLIS,neurog3_early,0.2207568807339449,0,2,2
stg5diff2_S5d2_b1.bcHWZF,neurog3_mid,0.2347054995118776,1,2,2
stg5diff2_S5d2_b1.bcGALP,neurog3_late,0.2245249017038008,0,2,2
stg5diff2_S5d2_b1.bcAPJU,neurog3_mid,0.2706422018348624,0,2,2
stg5diff2_S5d2_b1.bcDGGV,neurog3_mid,0.2841685649202733,1,2,2
stg5diff2_S5d2_b1.bcHBTG,neurog3_mid,0.2732634338138925,0,2,2
stg5diff2_S5d3_b1.bcBGVI,sc_beta,0.4725837943377807,1,2,3
stg5diff2_S5d3_b1.bcDHXJ,sc_beta,0.6783231083844581,1,2,3
stg5diff2_S5d3_b1.bcFIFU,neurog3_early,0.1840596330275229,0,2,3
stg5diff2_S5d3_b1.bcBIFQ,sc_beta,0.816359918200409,1,2,3
stg5diff2_S5d3_b1.bcESFM,sc_beta,0.5192229038854805,1,2,3
stg5diff2_S5d3_b1.bcHLEJ,neurog3_mid,0.3177676537585421,1,2,3
stg5diff2_S5d3_b1.bcFNVD,neurog3_mid,0.3529124633908232,1,2,3
stg5diff2_S5d3_b1.bcCRIN,neurog3_early,0.1574194598112593,1,2,3
stg5diff2_S5d3_b1.bcEXYJ,sc_ec,0.8673619271445359,0,2,3
stg5diff2_S5d3_b1.bcDNCH,neurog3_early,0.1727953140253823,1,2,3
stg5diff2_S5d3_b1.bcFXGO,neurog3_late,0.4237715587373902,1,2,3
stg5diff2_S5d3_b1.bcHDXA,neurog3_late,0.3667425968109339,1,2,3
stg5diff2_S5d3_b1.bcBOPP,neurog3_early,0.4549475753604194,0,2,3
stg5diff2_S5d3_b1.bcBETC,neurog3_late,0.4521640091116173,1,2,3
stg5diff2_S5d3_b1.bcHIVM,neurog3_mid,0.3054832411324438,1,2,3
stg5diff2_S5d3_b1.bcCGME,neurog3_late,0.2861238532110092,0,2,3
stg5diff2_S5d3_b1.bcAFFN,sc_beta,0.4205987634233648,1,2,3
stg5diff2_S5d3_b1.bcFISY,neurog3_early,0.1567824377457405,0,2,3
stg5diff2_S5d3_b1.bcFEMA,neurog3_late,0.396543250327654,0,2,3
stg5diff2_S5d3_b1.bcHDPZ,neurog3_mid,0.3352719528178244,0,2,3
stg5diff2_S5d3_b1.bcGJSB,neurog3_mid,0.3663990825688073,0,2,3
stg5diff2_S5d3_b1.bcIJZP,neurog3_late,0.352749755938822,1,2,3
stg5diff2_S5d3_b1.bcHBSB,neurog3_mid,0.3705662219329645,1,2,3
stg5diff2_S5d3_b1.bcHTJG,neurog3_late,0.338302752293578,0,2,3
stg5diff2_S5d3_b1.bcDRMB,neurog3_late,0.5449471210340775,0,2,3
stg5diff2_S5d3_b1.bcEYOL,neurog3_early,0.1721444842173771,1,2,3
stg5diff2_S5d3_b1.bcEGYZ,neurog3_mid,0.1969200524246395,0,2,3
stg5diff2_S5d3_b1.bcFWPB,neurog3_late,0.4892613081679141,1,2,3
stg5diff2_S5d3_b1.bcDRDV,sc_ec,0.529524089306698,0,2,3
stg5diff2_S5d3_b1.bcCWLN,neurog3_early,0.1766874180865006,0,2,3
stg5diff2_S5d3_b1.bcBFPF,neurog3_late,0.3899901703800786,0,2,3
stg5diff2_S5d3_b1.bcBUHK,neurog3_mid,0.3132372214941022,0,2,3
stg5diff2_S5d3_b1.bcGFCC,sc_beta,0.7719836400817996,1,2,3
stg5diff2_S5d3_b1.bcFVTA,neurog3_late,0.3690205011389522,1,2,3
stg5diff2_S5d3_b1.bcFZUK,neurog3_late,0.3134010484927916,0,2,3
stg5diff2_S5d3_b1.bcAZWQ,neurog3_mid,0.2614708753660917,1,2,3
stg5diff2_S5d3_b1.bcHVRA,neurog3_early,0.1558813892529489,0,2,3
stg5diff2_S5d3_b1.bcFLLR,prog_nkx61,0.1278880572730231,1,2,3
stg5diff2_S5d3_b1.bcHCZE,neurog3_late,0.3685323787829482,1,2,3
stg5diff2_S5d3_b1.bcCHMS,sc_beta,0.730879345603272,1,2,3
stg5diff2_S5d3_b1.bcBVXR,neurog3_mid,0.3029980340760157,0,2,3
stg5diff2_S5d3_b1.bcCLPA,neurog3_early,0.1660429547673283,1,2,3
stg5diff2_S5d3_b1.bcDCSS,neurog3_late,0.4208715596330275,0,2,3
stg5diff2_S5d3_b1.bcEGML,neurog3_late,0.4952814838919622,1,2,3
stg5diff2_S5d3_b1.bcBJBX,neurog3_late,0.4527334851936219,1,2,3
stg5diff2_S5d3_b1.bcGTZU,neurog3_late,0.4258054018874064,1,2,3
stg5diff2_S5d3_b1.bcGNVH,neurog3_mid,0.3065203145478374,0,2,3
stg5diff2_S5d3_b1.bcBTKT,neurog3_late,0.3873689384010484,0,2,3
stg5diff2_S5d3_b1.bcFJIR,neurog3_late,0.4148226488773185,1,2,3
stg5diff2_S5d3_b1.bcFPAJ,neurog3_early,0.1653014416775884,0,2,3
stg5diff2_S5d3_b1.bcGEUE,neurog3_mid,0.2045380078636959,0,2,3
stg5diff2_S5d3_b1.bcFXPC,neurog3_late,0.2631880733944954,0,2,3
stg5diff2_S5d3_b1.bcAJVB,sc_beta,0.5535787321063395,1,2,3
stg5diff2_S5d3_b1.bcFILX,neurog3_late,0.4192971038073543,1,2,3
stg5diff2_S5d3_b1.bcBCPP,neurog3_late,0.4423202082655386,1,2,3
stg5diff2_S5d3_b1.bcHNDO,neurog3_late,0.3303571428571428,0,2,3
stg5diff2_S5d3_b1.bcGTKB,neurog3_mid,0.2207940123657663,1,2,3
stg5diff2_S5d3_b1.bcGRAO,sc_ec,0.6794947121034077,0,2,3
stg5diff2_S5d3_b1.bcFTLA,neurog3_late,0.3235583224115334,0,2,3
stg5diff2_S5d3_b1.bcEYZK,neurog3_mid,0.3270806028833551,0,2,3
stg5diff2_S5d3_b1.bcHZIX,sc_beta,0.7059304703476483,1,2,3
stg5diff2_S5d3_b1.bcCZPN,neurog3_late,0.3646788990825688,0,2,3
stg5diff2_S5d3_b1.bcGJXI,neurog3_late,0.3636511552229092,1,2,3
stg5diff2_S5d3_b1.bcHWGI,neurog3_late,0.4772209567198178,1,2,3
stg5diff2_S5d4_b1.bcABXR,sc_ec,0.7028495887191539,0,2,4
stg5diff2_S5d4_b1.bcCNJQ,neurog3_early,0.1924829157175398,1,2,4
stg5diff2_S5d4_b1.bcICBQ,neurog3_late,0.3580377481288643,1,2,4
stg5diff2_S5d4_b1.bcEHUF,neurog3_late,0.477383664171819,1,2,4
stg5diff2_S5d4_b1.bcHEAV,sc_beta,0.8752556237218814,1,2,4
stg5diff2_S5d4_b1.bcDJIV,neurog3_early,0.1494921363040629,0,2,4
stg5diff2_S5d4_b1.bcDPUA,sc_ec,0.7663043478260869,0,2,4
stg5diff2_S5d4_b1.bcGREG,sc_ec,0.802144535840188,0,2,4
stg5diff2_S5d4_b1.bcEWJL,neurog3_mid,0.337483617300131,0,2,4
stg5diff2_S5d4_b1.bcGJZD,neurog3_mid,0.3402686762778505,0,2,4
stg5diff2_S5d4_b1.bcHUCI,neurog3_late,0.4155471821756225,0,2,4
stg5diff2_S5d4_b1.bcERUU,neurog3_mid,0.343627129750983,0,2,4
stg5diff2_S5d4_b1.bcEHAE,neurog3_mid,0.2409895150720838,0,2,4
stg5diff2_S5d4_b1.bcEKIZ,sc_beta,0.5292433537832311,1,2,4
stg5diff2_S5d4_b1.bcGIBI,sc_ec,0.7865746180963572,0,2,4
stg5diff2_S5d4_b1.bcHPVW,neurog3_mid,0.2895379108363163,1,2,4
stg5diff2_S5d4_b1.bcBFVT,sc_ec,0.5428907168037603,0,2,4
stg5diff2_S5d4_b1.bcEUJI,neurog3_early,0.1884829619921363,0,2,4
stg5diff2_S5d4_b1.bcDMLA,neurog3_late,0.5995910020449897,1,2,4
stg5diff2_S5d4_b1.bcAAKM,neurog3_late,0.5302585193889542,0,2,4
stg5diff2_S5d4_b1.bcDEVO,neurog3_late,0.3591906946264744,0,2,4
stg5diff2_S5d4_b1.bcBPZR,neurog3_late,0.3420924178327367,1,2,4
stg5diff2_S5d4_b1.bcFHZM,neurog3_late,0.4399574049803407,0,2,4
stg5diff2_S5d4_b1.bcBWXR,sc_ec,0.5760869565217391,0,2,4
stg5diff2_S5d4_b1.bcHNFD,neurog3_mid,0.2782297429222258,1,2,4
stg5diff2_S5d4_b1.bcFSEL,sc_ec,0.6458578143360751,0,2,4
stg5diff2_S5d4_b1.bcICFU,neurog3_mid,0.3464855190367719,1,2,4
stg5diff2_S5d4_b1.bcADQZ,sc_beta,0.623721881390593,1,2,4
stg5diff2_S5d4_b1.bcBZTU,sc_ec,0.8451821386603995,0,2,4
stg5diff2_S5d4_b1.bcHPXC,prog_nkx61,0.1267201834862385,0,2,4
stg5diff2_S5d4_b1.bcBVFA,neurog3_mid,0.3047182175622542,0,2,4
stg5diff2_S5d4_b1.bcCXPW,sc_beta,0.8155419222903886,1,2,4
stg5diff2_S5d4_b1.bcEFDD,sc_ec,0.4662516382699869,0,2,4
stg5diff2_S5d4_b1.bcHUCO,sc_beta,0.7685071574642126,1,2,4
stg5diff2_S5d4_b1.bcCAIT,neurog3_early,0.1601854864952814,1,2,4
stg5diff2_S5d4_b1.bcHAFJ,neurog3_late,0.424747803449398,1,2,4
stg5diff2_S5d4_b1.bcIAPB,neurog3_mid,0.2931174747803449,1,2,4
stg5diff2_S5d4_b1.bcCGVT,sc_beta,0.8247443762781186,1,2,4
stg5diff2_S5d4_b1.bcCULH,sc_ec,0.5691833137485312,0,2,4
stg5diff2_S5d4_b1.bcIDFW,neurog3_mid,0.361975753604194,0,2,4
stg5diff2_S5d4_b1.bcENBF,neurog3_mid,0.2895642201834862,0,2,4
stg5diff2_S5d4_b1.bcEKAY,sc_beta,0.7979550102249489,1,2,4
stg5diff2_S5d4_b1.bcEXFQ,neurog3_late,0.3996095021151968,1,2,4
stg5diff2_S5d4_b1.bcFQXB,neurog3_late,0.4223071916693784,1,2,4
stg5diff2_S5d4_b1.bcENXO,sc_beta,0.6067484662576688,1,2,4
stg5diff2_S5d4_b1.bcFPDN,sc_ec,0.888807285546416,0,2,4
stg5diff2_S5d4_b1.bcHXNC,neurog3_mid,0.2804262935242434,1,2,4
stg5diff2_S5d4_b1.bcFTTO,sc_beta,0.5208588957055215,1,2,4
stg5diff2_S5d4_b1.bcEVBR,sc_ec,0.4890235910878113,0,2,4
stg5diff2_S5d4_b1.bcGSJX,neurog3_late,0.3678001952489424,1,2,4
stg5diff2_S5d4_b1.bcEAEF,neurog3_late,0.4500327653997378,0,2,4
stg5diff2_S5d4_b1.bcFIFE,neurog3_early,0.1990498034076015,0,2,4
stg5diff2_S5d4_b1.bcBWQC,neurog3_mid,0.3212658639765701,1,2,4
stg5diff2_S5d4_b1.bcERJZ,sc_ec,0.9562279670975324,0,2,4
stg5diff2_S5d4_b1.bcEONS,neurog3_mid,0.2296615684998373,1,2,4
stg5diff2_S5d4_b1.bcEFKJ,neurog3_mid,0.3111780019524894,1,2,4
stg5diff2_S5d4_b1.bcBCLU,neurog3_late,0.4523267165636186,1,2,4
stg5diff2_S5d4_b1.bcAXAN,neurog3_mid,0.1894659239842726,0,2,4
stg5diff2_S5d4_b1.bcFPBA,sc_beta,0.4974780344939798,1,2,4
stg5diff2_S5d5_b1.bcFZYX,sc_ec,0.7698296122209165,0,2,5
stg5diff2_S5d5_b1.bcBRCW,sc_ec,0.725470035252644,0,2,5
stg5diff2_S5d5_b1.bcBELM,sc_ec,0.5530258519388954,0,2,5
stg5diff2_S5d5_b1.bcHWRC,neurog3_mid,0.2381225425950196,0,2,5
stg5diff2_S5d5_b1.bcDBUU,neurog3_late,0.5275051124744377,1,2,5
stg5diff2_S5d5_b1.bcESXR,sc_beta,0.7038854805725971,1,2,5
stg5diff2_S5d5_b1.bcBGDS,sc_beta,0.8775051124744376,1,2,5
stg5diff2_S5d5_b1.bcEFGN,sc_ec,0.7021151586368978,0,2,5
stg5diff2_S5d5_b1.bcEBCN,sc_ec,0.7470622796709754,0,2,5
stg5diff2_S5d5_b1.bcCTBS,neurog3_late,0.5916155419222904,1,2,5
stg5diff2_S5d5_b1.bcHROR,neurog3_late,0.447329619921363,0,2,5
stg5diff2_S5d5_b1.bcCLDL,sc_beta,0.7368098159509202,1,2,5
stg5diff2_S5d5_b1.bcAUTG,sc_beta,0.8791411042944786,1,2,5
stg5diff2_S5d5_b1.bcGUXK,sc_ec,0.593566392479436,0,2,5
stg5diff2_S5d5_b1.bcAGCC,sc_beta,0.7390593047034765,1,2,5
stg5diff2_S5d5_b1.bcEEUG,sc_beta,0.9439672801635992,1,2,5
stg5diff2_S5d5_b1.bcDVZB,sc_beta,0.8680981595092024,1,2,5
stg5diff2_S5d5_b1.bcGTXI,sc_beta,0.9325153374233128,1,2,5
stg5diff2_S5d5_b1.bcBKYF,sc_beta,0.7777096114519427,1,2,5
stg5diff2_S5d5_b1.bcBION,sc_beta,0.9049079754601228,1,2,5
stg5diff2_S5d5_b1.bcFSIH,sc_ec,0.513219741480611,0,2,5
stg5diff2_S5d5_b1.bcCWJL,neurog3_late,0.5194274028629857,1,2,5
stg5diff2_S5d5_b1.bcAAZJ,neurog3_late,0.3790956749672346,0,2,5
stg5diff2_S5d5_b1.bcCDHB,sc_ec,0.7999412455934195,0,2,5
stg5diff2_S5d5_b1.bcCRJT,sc_ec,0.6786133960047004,0,2,5
stg5diff2_S5d5_b1.bcIBKY,sc_ec,0.604289071680376,0,2,5
stg5diff2_S5d5_b1.bcFVCR,neurog3_late,0.4511795543905635,0,2,5
stg5diff2_S5d5_b1.bcAXIQ,sc_ec,0.629406580493537,0,2,5
stg5diff2_S5d5_b1.bcHWMD,sc_beta,0.9656441717791412,1,2,5
stg5diff2_S5d5_b1.bcEZGM,neurog3_late,0.3793524243410348,1,2,5
stg5diff2_S5d5_b1.bcICPS,neurog3_late,0.4443540514155548,1,2,5
stg5diff2_S5d5_b1.bcCKKE,sc_ec,0.9825205640423031,0,2,5
stg5diff2_S5d5_b1.bcEUWC,sc_ec,0.857373678025852,0,2,5
stg5diff2_S5d5_b1.bcDCOT,neurog3_late,0.3210218027985682,1,2,5
stg5diff2_S5d5_b1.bcBQAH,neurog3_late,0.3908912188728702,0,2,5
stg5diff2_S5d5_b1.bcEDRU,sc_ec,0.6154524089306698,0,2,5
stg5diff2_S5d5_b1.bcERSY,neurog3_late,0.713572267920094,0,2,5
stg5diff2_S5d5_b1.bcEJCG,sc_ec,0.7486780258519389,0,2,5
stg5diff2_S5d5_b1.bcHTMN,neurog3_late,0.3965180605271721,1,2,5
stg5diff2_S5d5_b1.bcBSJQ,sc_beta,0.5237218813905931,1,2,5
stg5diff2_S5d5_b1.bcAMOV,sc_beta,0.8204498977505112,1,2,5
stg5diff2_S5d5_b1.bcHAEH,sc_ec,0.6618683901292597,0,2,5
stg5diff2_S5d5_b1.bcEWUE,neurog3_early,0.1443215099251545,1,2,5
stg5diff2_S5d5_b1.bcCNXR,sc_beta,0.6742331288343558,1,2,5
stg5diff2_S5d5_b1.bcDHDT,sc_ec,0.7219447708578144,0,2,5
stg5diff2_S5d5_b1.bcFMEO,sc_beta,0.9977505112474436,1,2,5
stg5diff2_S5d5_b1.bcBYWQ,sc_beta,0.878323108384458,1,2,5
stg5diff2_S5d5_b1.bcEXLM,sc_beta,0.7184049079754601,1,2,5
stg5diff2_S5d5_b1.bcGLKP,sc_ec,0.8726498237367802,0,2,5
stg5diff2_S5d5_b1.bcAZWT,sc_beta,0.5094069529652352,1,2,5
stg5diff2_S5d5_b1.bcAAYG,neurog3_late,0.4077653997378768,0,2,5
stg5diff2_S5d5_b1.bcBDKI,sc_ec,0.5312867215041128,0,2,5
stg5diff2_S5d5_b1.bcARBJ,prog_nkx61,0.0979685452162516,0,2,5
stg5diff2_S5d5_b1.bcABPN,neurog3_late,0.3929384965831435,1,2,5
stg5diff2_S5d5_b1.bcFBHY,neurog3_late,0.4716889033517735,1,2,5
stg5diff2_S5d5_b1.bcBETY,sc_ec,0.5492068155111633,0,2,5
stg5diff2_S5d5_b1.bcHAER,sc_ec,0.700352526439483,0,2,5
stg5diff2_S5d5_b1.bcDXPG,sc_beta,0.8985685071574643,1,2,5
stg5diff2_S5d5_b1.bcFJQN,sc_beta,0.4955255450699642,1,2,5
stg5diff2_S5d5_b1.bcHJUH,sc_ec,0.5271739130434783,0,2,5
stg5diff2_S5d5_b1.bcHTWU,neurog3_late,0.4106736088512854,1,2,5
stg5diff2_S5d5_b1.bcFHPZ,sc_beta,0.8224948875255624,1,2,5
stg5diff2_S5d5_b1.bcIBNI,sc_ec,0.6172150411280846,0,2,5
stg5diff2_S5d5_b1.bcDMUE,sc_beta,0.858282208588957,1,2,5
stg5diff2_S5d5_b1.bcHEJI,sc_ec,0.5840188014101058,0,2,5
stg5diff2_S5d5_b1.bcGHYL,sc_beta,0.860122699386503,1,2,5
stg5diff2_S5d5_b1.bcDZNX,sc_ec,0.7134253819036428,0,2,5
stg5diff2_S5d5_b1.bcGWDH,sc_beta,0.6680981595092025,1,2,5
stg5diff2_S5d5_b1.bcAAPO,neurog3_late,0.471002621231979,0,2,5
stg5diff2_S5d5_b1.bcGDQY,neurog3_early,0.186435124508519,0,2,5
stg5diff2_S5d5_b1.bcBMGL,neurog3_mid,0.2318581191018548,1,2,5
stg5diff2_S5d5_b1.bcHJEQ,sc_beta,0.8826175869120654,1,2,5
stg5diff2_S5d5_b1.bcIJZW,neurog3_mid,0.3242955439056356,0,2,5
stg5diff2_S5d5_b1.bcCAFE,sc_ec,0.8425381903642772,0,2,5
stg5diff2_S5d5_b1.bcGHII,neurog3_late,0.4234461438333876,1,2,5
stg5diff2_S5d5_b1.bcHZNW,sc_beta,0.8666666666666667,1,2,5
stg5diff2_S5d5_b1.bcAPCO,sc_ec,0.9841363102232668,0,2,5
stg5diff2_S5d5_b1.bcHMMJ,neurog3_late,0.3887894565571103,1,2,5
stg5diff2_S5d6_b1.bcCIRQ,sc_ec,0.888219741480611,0,2,6
stg5diff2_S5d6_b1.bcBPQO,neurog3_late,0.405385616661243,1,2,6
stg5diff2_S5d6_b1.bcEYWD,sc_beta,0.8137014314928426,1,2,6
stg5diff2_S5d6_b1.bcDUQU,sc_beta,0.7948875255623722,1,2,6
stg5diff2_S5d6_b1.bcCFJX,prog_nkx61,0.1372051114023591,0,2,6
stg5diff2_S5d6_b1.bcCMDR,neurog3_mid,0.2364842726081258,0,2,6
stg5diff2_S5d6_b1.bcGDMQ,sc_beta,0.6903885480572597,1,2,6
stg5diff2_S5d6_b1.bcETWI,sc_ec,0.99882491186839,0,2,6
stg5diff2_S5d6_b1.bcHLDF,sc_ec,0.8277027027027026,0,2,6
stg5diff2_S5d6_b1.bcHEOS,neurog3_late,0.4629840546697039,1,2,6
stg5diff2_S5d6_b1.bcGNIZ,neurog3_late,0.7359918200408998,1,2,6
stg5diff2_S5d6_b1.bcBMDC,sc_ec,0.9643066980023502,0,2,6
stg5diff2_S5d6_b1.bcAFEK,neurog3_mid,0.3100390497884803,1,2,6
stg5diff2_S5d6_b1.bcCEDK,sc_beta,0.6419222903885481,1,2,6
stg5diff2_S5d6_b1.bcFWVF,neurog3_late,0.4934103481939473,1,2,6
stg5diff2_S5d6_b1.bcECWN,sc_beta,0.6803680981595093,1,2,6
stg5diff2_S5d6_b1.bcBFWL,sc_beta,0.8229038854805726,1,2,6
stg5diff2_S5d6_b1.bcBPAC,sc_beta,0.8758691206543967,1,2,6
stg5diff2_S5d6_b1.bcFPJW,sc_ec,0.7188601645123385,0,2,6
stg5diff2_S5d6_b1.bcHHJC,sc_beta,0.6756646216768916,1,2,6
stg5diff2_S5d6_b1.bcEGAW,sc_beta,0.7552147239263804,1,2,6
stg5diff2_S5d6_b1.bcCHOF,sc_beta,0.6425357873210634,1,2,6
