CellWeek,exo__ascl1,exo__cxcl1,exo__early,exo__late,exo__lgals3,exo__mtin,exo__repl,fev_high_isl_low,fev_high_isl_low__day0,neurog3_early,neurog3_late,neurog3_mid,phox2a,prog_nkx61,prog_sox2,sc_alpha,sc_beta,sc_ec,scbeta__early,sst_hhex,sst_hhex__day0
0,0.0,0.00840064620355412,0.01050080775444265,0.0038772213247172858,0.0006462035541195477,0.0,0.014216478190630048,0.007592891760904685,0.04038772213247173,0.0014539579967689823,0.00016155088852988692,0.0006462035541195477,0.00016155088852988692,0.33166397415185783,0.45735056542810987,0.09935379644588045,0.0,0.0,0.0014539579967689823,0.01147011308562197,0.010662358642972537
1,0.03658734013275053,0.015217743241055529,0.21806702282661486,0.16448113971183423,0.0035615994819491663,0.056338028169014086,0.04435810263882144,0.07916464303059738,0.00032378177108628785,0.14294965193459608,0.00453294479520803,0.03432086773514651,0.0006475635421725757,0.0984296584102315,0.00825643516270034,0.029787922939938483,0.0,0.0,0.006799417192812044,0.0560142463979278,0.00016189088554314392
2,0.016844469399213923,0.039303761931499155,0.12633352049410443,0.22599663110612014,0.014879281302638967,0.0019651880965749578,0.03565412689500281,0.06822010106681639,0.0,0.047164514317798986,0.033688938798427846,0.24312184166198764,0.014598540145985401,0.027231892195395846,0.0019651880965749578,0.05165637282425604,0.0016844469399213925,0.005895564289724873,0.007018528916339135,0.03677709152161707,0.0
3,0.005690470465656809,0.0032860463252384385,0.0816702733028773,0.25054099543159414,0.01594934679810852,0.00040073735673639495,0.047607597980283724,0.06972830007213272,0.0,0.03189869359621704,0.15292137533060832,0.09265047687745452,0.044962731425823514,0.02220084956319628,0.001683096898292859,0.09409313136170554,0.0205979001362507,0.01771259116774866,0.010018433918409874,0.03638695199166466,0.0
4,0.0030864197530864196,0.010030864197530864,0.050617283950617285,0.25771604938271603,0.047839506172839504,0.0012345679012345679,0.06558641975308642,0.043055555555555555,0.0,0.011574074074074073,0.09861111111111111,0.07438271604938272,0.04521604938271605,0.024382716049382715,0.0010802469135802468,0.07561728395061729,0.06003086419753086,0.08842592592592592,0.008796296296296297,0.03271604938271605,0.0
5,0.006870705808869456,0.004840724547158027,0.030293566520924423,0.2920049968769519,0.04793878825733916,0.0010930668332292317,0.0434103685196752,0.019987507807620236,0.0,0.008900687070580887,0.08697688944409744,0.03123048094940662,0.04059962523422861,0.01561524047470331,0.0012492192379762648,0.0816677076826983,0.10009369144284821,0.1503747657713929,0.00905683947532792,0.027795128044971893,0.0
6,0.006485947114585066,0.004157658406785299,0.018127390653583902,0.3101613171461833,0.08049226675536338,0.0016630633627141194,0.03309496091801098,0.019956760352569432,0.0,0.002993514052885415,0.07367370696823548,0.038749376351238984,0.029436221520039912,0.01197405621154166,0.00016630633627141194,0.08049226675536338,0.11475137202727424,0.14684849492765675,0.00598702810577083,0.020788292033926493,0.0
7,0.011332158146562578,0.0030219088390833542,0.009569377990430622,0.2828003021908839,0.07353311508436162,0.002266431629312516,0.03575925459581969,0.018383278771090406,0.0,0.005036514731805591,0.06043817678166709,0.03122639133719466,0.033996474439687736,0.0110803324099723,0.0002518257365902795,0.08839083354318811,0.11634349030470914,0.18710652228657768,0.006547469151347267,0.022916142029715435,0.0
