CellWeek,NEUROG3,PDX1,NKX6-1,INS,PAX4,NEUROD1,TPH1,SLC18A1,ISL1,PTF1A
0,0.01987075928917609,0.4861066235864297,0.2602584814216478,0.08384491114701131,0.051696284329563816,0.11324717285945073,0.004038772213247173,0.009369951534733441,0.07754442649434572,0.1458804523424879
1,0.2133721871458637,0.4481139711834224,0.1440828881333981,0.09762020398251578,0.1261129998381091,0.23878905617613727,0.00906588959041606,0.013760725271167232,0.1039339485186984,0.06038530030759268
2,0.3245367770915216,0.3888265019651881,0.24957888826501964,0.14823133071308253,0.25463222908478383,0.4469399213924761,0.024705221785513758,0.03396967995508141,0.12998315553060077,0.027793374508702975
3,0.30744570008816224,0.2991103630680452,0.2676124068285646,0.43776548849883784,0.2438086078384227,0.49314739119980766,0.06203414282279394,0.07565921295183137,0.18129358018754507,0.020437605193556144
4,0.21898148148148147,0.36095679012345677,0.3486111111111111,0.3595679012345679,0.2462962962962963,0.4765432098765432,0.14830246913580247,0.11219135802469135,0.1875,0.01682098765432099
5,0.17707682698313554,0.3699250468457214,0.3802311055590256,0.5137414116177389,0.21767645221736415,0.4901623985009369,0.22251717676452218,0.13460337289194255,0.20955652717051843,0.012648344784509682
6,0.11225677698320306,0.3226342923665392,0.31697987693331114,0.5346748711125894,0.18127390653583902,0.4294029602527856,0.25178779311491767,0.10028272077166141,0.2020621985697655,0.010144686512556128
7,0.12263913371946612,0.31553764794762024,0.3578443716947872,0.6371191135734072,0.17854444724250818,0.4583228405943087,0.2948879375472173,0.10803324099722991,0.20951901284311256,0.009065726517250064
