CellWeek,NEUROG3,PDX1,NKX6-1,INS,PAX4,NEUROD1,TPH1,SLC18A1,ISL1,PTF1A
0,0.051696284329563816,1.0646203554119547,0.5594507269789983,0.6696284329563813,0.11906300484652665,0.4344103392568659,0.004523424878836834,0.014216478190630048,0.26736672051696286,0.2912762520193861
1,0.8113971183422374,0.9214829205115752,0.26129188926663427,1.1448923425611137,0.3423992229237494,1.2201716043386757,0.016350979439857537,0.019103124494090983,0.44989477092439695,0.11947547353084022
2,1.283548568220101,0.6546883773161145,0.6431779898933183,1.489051094890511,0.7102751263335205,2.279618192026951,0.09629421673217294,0.05306007860752386,0.5255474452554745,0.052779337450870295
3,0.957201250300553,0.4882583954476236,0.6183377414442575,3.243247575538992,0.5415564638935642,1.73254788811413,0.1446661857818386,0.11645427586759638,0.5397130720525768,0.03278031578103711
4,0.7094135802469136,0.683641975308642,1.2162037037037037,4.425154320987654,0.5762345679012346,2.5143518518518517,0.6598765432098765,0.20401234567901236,0.7262345679012345,0.03271604938271605
5,0.5074953154278576,0.7011242973141787,1.282167395377889,8.87991880074953,0.4540911930043723,2.5449718925671454,1.0006246096189881,0.2467207995003123,0.7768582136164897,0.03529044347282948
6,0.27507068019291536,0.6111757857974389,0.8486612339930152,13.837186096790287,0.3620488940628638,1.8067520372526193,1.3101613171461832,0.1782803924829536,0.6991518376850158,0.02211874272409779
7,0.3593553261143289,0.5804583228405943,0.9919415764291111,13.809116091664569,0.3319063208259884,1.901787962729791,1.451523545706371,0.19592042306723748,0.7333165449508939,0.018131453034500127
