var_name_unique,gene_index,gene_name_original,highly_variable,highly_variable_nbatches,means,dispersions,dispersions_norm
RIMS1,13349,RIMS1,True,5,0.09962996480977172,2.1309239755636993,1.0281943
RPS27P15,13377,RPS27P15,True,4,0.0030538247499341795,1.7487324935117023,0.21894816
FILIP1,13387,FILIP1,True,15,0.5497504698891321,2.4800347737688484,2.9482646
AL445465.1,13389,AL445465.1,True,4,0.004580541136181758,1.6943676465591313,0.41896465
AL355612.1,13402,AL355612.1,True,5,0.002350799527618761,1.5516520020532774,-0.06959365
AL451064.1,13419,AL451064.1,True,5,0.0025363286180158664,1.782419926919214,0.30907556
AL391416.1,13450,AL391416.1,True,4,0.006600859090439194,1.9107414380682772,0.4994658
PRSS35,13451,PRSS35,True,15,0.35564366608020315,2.4838137642404674,2.6142278
SNAP91,13452,SNAP91,True,4,0.005673418065029588,1.9104518987952162,0.47532392
CGA,13486,CGA,True,6,0.006387877458941406,1.9939286606817073,0.779408
PNRC1,13513,PNRC1,True,3,0.6653733843698412,2.064068616885602,0.6812251
AL353135.2,13516,AL353135.2,True,4,0.007287439627053492,1.978921419364488,0.60396326
EPHA7,13548,EPHA7,True,3,0.1595199061921868,2.15824919319242,0.97216123
PRDX2P4,13586,PRDX2P4,True,4,0.0018551393610789196,1.433552909970328,-0.29676303
RN7SL47P,13615,RN7SL47P,True,5,0.0011076958299041189,1.5348610082677074,0.15505211
AL445189.2,13653,AL445189.2,True,6,0.00319450761208483,1.8638331684198934,0.44775987
AL390208.1,13655,AL390208.1,True,4,0.002015229877890592,1.8858429417657732,0.45572424
METTL24,13674,METTL24,True,4,0.0013500220485982953,1.6576423682169836,0.24701454
LAMA4,13707,LAMA4,True,5,0.04322669409918221,2.1444560198299643,0.8910026
MARCKS,13719,MARCKS,True,4,1.2976505934360005,2.178589476959721,0.71864754
CALHM5,13744,CALHM5,True,4,0.0012760315635852025,1.3957853313754567,-0.04256936
RFX6,13752,RFX6,True,4,0.00142530991108285,1.3289582443633323,-0.049782287
PLN,13765,PLN,True,18,0.4461082984157066,2.7961704435987063,4.0619717
HMGB3P18,13785,HMGB3P18,True,5,0.0019191201413811074,1.6687391847161104,0.11991654
TRDN,13799,TRDN,True,8,0.47336971294390623,2.2115624061967014,1.4270989
TRDN-AS1,13800,TRDN-AS1,True,4,0.001111990246121208,1.477923527615515,0.2052316
RNA5SP216,13815,RNA5SP216,True,4,0.0013575943802295743,1.4373614242734147,-0.13055767
RSPO3,13823,RSPO3,True,19,0.3804292598528387,2.442609236710031,2.3881135
SMLR1,13851,SMLR1,True,6,0.003049100079468882,1.519648769252318,0.43813872
SELENOKP2,13862,SELENOKP2,True,4,0.0048952942997486345,1.8119797725474631,0.36028254
CCN2,13866,CCN2,True,17,0.49839429621878883,2.821419092478136,4.81545
TARID,13887,TARID,True,3,0.019579719718231834,2.071202883721107,0.77107966
FTH1P26,13889,FTH1P26,True,4,0.0005623177729480187,0.8728856295423958,-0.37827608
TCF21,13890,TCF21,True,4,0.11438168446790031,2.145031098730862,0.8884018
SGK1,13895,SGK1,True,4,0.04432485010336966,1.955026437020472,0.5836643
AL049552.1,13909,AL049552.1,True,4,0.0033369063966408713,1.68236587509066,0.13792889
CITED2,13965,CITED2,True,9,0.47545434428574646,2.0882555168987933,0.93228334
AL136116.1,13989,AL136116.1,True,3,0.008972614375978542,1.9977929429197439,0.6390252
PHACTR2,13997,PHACTR2,True,5,0.8407821895840426,2.1295290061703485,0.89171296
PLAGL1,14003,PLAGL1,True,4,0.21844269990850304,2.1920687785328905,1.1317884
HYMAI,14004,HYMAI,True,3,0.019317479334126635,2.0671631882590535,0.7551357
STXBP5-AS1,14029,STXBP5-AS1,True,4,0.0033077123630869056,1.9015439458672254,0.48510066
CYP51A1P3,14036,CYP51A1P3,True,4,0.0020822142908877503,1.44110920768446,-0.11694681
ZC3H12D,14044,ZC3H12D,True,5,0.001295834471709405,1.6079461329136273,0.091498844
AKAP12,14085,AKAP12,True,12,1.544198805764655,2.4635164760589916,1.3727369
OPRM1,14109,OPRM1,True,4,0.0008458913156413854,1.351518139838397,-0.2660532
AL355297.3,14127,AL355297.3,True,4,0.0010074207423966409,1.164305047388175,-0.5694367
EZR,14158,EZR,True,12,1.7587409811595698,2.50638982835808,1.2459427
AL139393.1,14199,AL139393.1,True,5,0.002202593008164724,1.755438726196435,0.23003167
MIR3939,14240,MIR3939,True,4,0.0007775528561686883,1.1333746260289292,-0.23596147
AL353747.4,14246,AL353747.4,True,7,0.5684525082556651,2.029440531677592,0.7468023
SMOC2,14268,SMOC2,True,3,0.1706301943405617,2.1750017023086756,1.0357279
CCNB2P1,14439,CCNB2P1,True,4,0.005327312641031268,1.894919988094631,0.49596304
THSD7A,14463,THSD7A,True,3,0.11527862158143305,2.186184831471028,0.9678544
SOSTDC1,14490,SOSTDC1,True,4,0.010106735899862268,1.8116942998103867,0.3469723
FCF1P1,14570,FCF1P1,True,6,0.0018338037396881802,1.8322359820020815,0.41730472
NPY,14577,NPY,True,15,0.2931893506428583,2.5534722558752443,2.9464812
TRIL,14642,TRIL,True,4,0.023397933427641234,2.0736152848077727,0.7622985
AC005154.3,14677,AC005154.3,True,5,0.0009514177443486203,1.4500735300860979,0.16361743
AC008080.4,14716,AC008080.4,True,5,0.012032694332056015,1.9993166514884306,0.62745535
RPL7P31,14721,RPL7P31,True,4,0.007439860471149492,1.8391803354087164,0.40620762
NCAPD2P1,14722,NCAPD2P1,True,4,0.0014521711007979797,1.5848187547930437,-0.010244158
AC005400.1,14724,AC005400.1,True,4,0.003871087036071039,1.79046555957802,0.43717554
TBX20,14727,TBX20,True,3,0.013901046284770461,2.01298529156306,0.66704404
AC018647.1,14732,AC018647.1,True,5,0.025514456709056995,2.1044718220131062,0.83853763
SEPTIN7,14735,SEPTIN7,True,4,2.393067550621084,2.496389423065677,0.79838616
SEPTIN7P3,14737,SEPTIN7P3,True,4,0.00389054572854588,1.8129826368034072,0.35078248
SFRP4,14758,SFRP4,True,6,0.0024254195947557384,1.9272818226241388,0.52837956
AC006033.1,14762,AC006033.1,True,4,0.0020840227095263826,1.7512572708101393,0.22867255
KRT8P20,14775,KRT8P20,True,5,0.0028055586279332875,1.831454539176387,0.3836069
AC011290.1,14780,AC011290.1,True,4,0.0006262116843506962,1.1609488783855415,0.2219027
INHBA,14797,INHBA,True,13,0.07536951626332695,2.394701322551773,1.3168803
POLR2J4,14822,POLR2J4,True,4,0.003640090194943929,1.7727715857203103,0.2991603
AC004951.4,14823,AC004951.4,True,4,0.00281577820742093,1.7831115422353374,0.30752504
LINC00957,14830,LINC00957,True,5,0.0020833170122954783,1.6916247118246177,0.34086946
MYL7,14837,MYL7,True,19,2.184882420972424,4.559344214679909,5.498769
CAMK2B,14840,CAMK2B,True,3,0.006196489853219765,2.0209035090970824,0.69286734
AC004938.1,14843,AC004938.1,True,4,0.004364914682883292,1.7410886422938134,0.23983727
IGFBP3,14870,IGFBP3,True,19,0.6025537738698357,2.903594048626303,4.7732043
TUBBP6,14928,TUBBP6,True,4,0.009163457158696792,2.0012671919531386,0.65812236
AC092647.1,14936,AC092647.1,True,4,0.0022367197426777148,1.680843779913446,0.106261455
NMD3P2,14957,NMD3P2,True,4,0.000627162660591929,1.078297382603741,-0.4766167
EEF1DP4,15016,EEF1DP4,True,7,0.006267164057998525,2.042915891422185,0.7224244
AC068533.2,15042,AC068533.2,True,4,0.0021888684486893128,1.6343761016653269,0.079810746
TRIM50,15103,TRIM50,True,4,0.0006897450465878074,1.1626025359744425,-0.4671666
HSPB1,15174,HSPB1,True,18,1.4337708525346229,2.626299696019325,2.1535676
UPK3B,15180,UPK3B,True,5,0.03415480542556022,1.9546870076225504,0.5873575
AC004980.2,15186,AC004980.2,True,4,0.0013459520191500855,1.2884829493981362,0.01627321
DTX2P1-UPK3BP1-PMS2P11,15187,DTX2P1-UPK3BP1-PMS2P11,True,4,0.004034708307658188,1.7848441184866546,0.2789338
MAGI2-AS3,15214,MAGI2-AS3,True,13,0.37894566564274446,2.25925765364918,1.6692941
SNRPBP1,15218,SNRPBP1,True,5,0.003374397379154711,1.7728646066300693,0.2787807
HGF,15222,HGF,True,7,0.020338786917100175,2.1236927053173718,0.8723531
DYNLL1P7,15241,DYNLL1P7,True,6,0.006993097060333353,1.9954533305269095,0.6839012
AC005009.1,15243,AC005009.1,True,5,0.0015020974179960546,1.6279986089261416,0.19356908
Y-RNA.331,15251,Y-RNA.331,True,4,0.0026122771689287964,1.8051506190539504,0.30710647
HNRNPA1P9,15258,HNRNPA1P9,True,5,0.004686470113590069,1.8936581872894978,0.47547883
KPNA2P2,15270,KPNA2P2,True,5,0.008057210407811502,1.9408625527201626,0.5609066
AKAP9,15294,AKAP9,True,3,1.4117976191255284,2.257546561366104,0.92156994
CDK6,15310,CDK6,True,8,0.5143995971738178,2.1217193182089975,1.1464778
AC000065.1,15312,AC000065.1,True,4,0.004762189142992787,1.8611923985640944,0.3898021
TFPI2,15324,TFPI2,True,13,0.1985078792896246,2.470611193374754,1.4553369
GNG11,15327,GNG11,True,8,0.27986473004224344,2.2189372105105973,1.3590628
COL1A2,15334,COL1A2,True,19,1.404910574658049,2.7646463480643386,2.803298
PEG10,15337,PEG10,True,11,0.6768769353599682,2.2092404878646645,1.5434116
DLX6-AS1,15356,DLX6-AS1,True,5,0.0012250590939965594,1.363312744017479,-0.025961258
OR7E7P,15367,OR7E7P,True,5,0.0015162510639918955,1.7780232037928758,0.44285733
PVRIG,15436,PVRIG,True,4,0.001788500739780711,1.65381881668231,0.09757855
C7orf61,15449,C7orf61,True,4,0.003262849948303688,1.6917832405363733,0.15362146
IRS3P,15455,IRS3P,True,4,0.018244177378451094,2.0700767222417236,0.7734996
SAP25,15456,SAP25,True,4,0.003971555390313665,1.5816077432381288,-0.017433729
PCOLCE,15461,PCOLCE,True,9,0.4701688273007184,2.128425789327956,1.2299476
SERPINE1,15484,SERPINE1,True,6,0.03317697806258273,2.1551899944266264,0.90173364
SH2B2,15509,SH2B2,True,7,0.0037453060781457706,1.7520997415929425,0.21886815
AC091390.2,15511,AC091390.2,True,4,0.008194465931271055,1.5966734964901963,0.27772826
POLR2J2,15529,POLR2J2,True,4,0.0069393707466778145,1.894228651748934,0.6294488
DPY19L2P2,15543,DPY19L2P2,True,4,0.006433241045054974,1.8840152947750735,0.58357704
LAMB1,15605,LAMB1,True,4,0.5733915211136154,2.0625226280504663,0.8123643
LAMB4,15608,LAMB4,True,6,0.0016524697662857381,1.594825243274799,0.1385807
LRRN3,15626,LRRN3,True,15,0.24684530585829623,2.4319508070058538,1.8942919
AC018464.1,15642,AC018464.1,True,4,0.0027541477849929706,1.5288459747595298,0.30060145
WNT2,15672,WNT2,True,10,0.07352651002338466,2.297802784041542,1.1569115
CTTNBP2,15675,CTTNBP2,True,7,0.29560220157759826,2.1211650838208795,1.114111
CPED1,15686,CPED1,True,3,0.08766074699520687,2.143695659288823,0.8930743
AASS,15692,AASS,True,5,0.8013404423715883,2.128658936976687,0.9366606
AC006020.1,15694,AC006020.1,True,6,0.0025537793244240496,1.6368615636405335,0.32122993
LMOD2,15707,LMOD2,True,11,0.030026603994027817,2.2551254160461656,1.0751568
SND1-IT1,15742,SND1-IT1,True,4,0.006533897124619184,1.788079872169318,0.27808893
CPA1,15814,CPA1,True,5,0.016238573304325824,1.9989560003561413,0.6409113
MEST,15818,MEST,True,10,0.969574633894949,2.2916935147164312,1.5298982
LINC00513,15832,LINC00513,True,4,0.0017710190476290864,1.559914337829429,-0.08955508
LINC-PINT,15836,LINC-PINT,True,5,0.005263825030648405,1.906521861996128,0.54279035
PODXL,15841,PODXL,True,4,0.6694698771765886,2.0387250003400745,0.48101172
AKR1B15,15862,AKR1B15,True,5,0.023705981679221746,2.0511307084903168,0.74407023
CALD1,15864,CALD1,True,15,2.0629309328936345,2.8643548154169522,1.9231094
AC083870.1,15865,AC083870.1,True,4,0.002483390325355955,1.663641077346992,0.20344992
AC078845.1,15884,AC078845.1,True,5,0.007453180995575583,1.9211275551789517,0.54369074
CHRM2,15887,CHRM2,True,5,0.0914770192525938,2.2070377849809106,1.0013155
PTN,15890,PTN,True,19,0.9947267395498285,2.5025406820807192,2.8076086
DGKI,15893,DGKI,True,16,0.3735434177475638,2.494451999554758,2.9252982
AC009263.1,15897,AC009263.1,True,4,0.0031801354913806074,1.7180666844318369,0.1766861
AC013429.1,15907,AC013429.1,True,4,0.0010911802537904554,1.5385440508166421,-0.07005045
TBXAS1,15931,TBXAS1,True,4,0.01595820515238695,1.9765252147825554,0.604894
CCT4P1,15948,CCT4P1,True,4,0.0007974243564039486,1.160139810550281,-0.33053696
PRSS2,15979,PRSS2,True,5,0.0028435356338744554,1.3264539691417148,0.12381442
CNTNAP2,16037,CNTNAP2,True,5,1.1246017835927362,2.234077294388461,1.0641285
ATG9B,16113,ATG9B,True,4,0.012428021425370866,1.9213989171713386,0.51386
AC010973.1,16115,AC010973.1,True,4,0.0019270901052359853,1.5678293264610756,-0.055462267
CCT8L1P,16150,CCT8L1P,True,4,0.000698539024820887,1.1338801704519808,-0.35442168
WDR60,16198,WDR60,True,4,0.6374479807571289,2.065673207901306,0.7640887
LINC00689,16199,LINC00689,True,4,0.001824055681193274,1.7730336251200007,0.24979253
KBTBD11-OT1,16225,KBTBD11-OT1,True,5,0.00412733283355864,1.6739545193049692,0.09017956
MYOM2,16228,MYOM2,True,4,0.014779507154013844,1.8730530224176591,0.54691845
ANGPT2,16244,ANGPT2,True,5,0.10081266556735714,2.2357733854579664,1.0363759
AC105233.1,16271,AC105233.1,True,5,0.0010896863866189427,1.0942668561784032,-0.0028426654
AC104964.4,16303,AC104964.4,True,4,0.0013552398109465897,1.4818297708852066,0.19203565
AC011008.2,16310,AC011008.2,True,4,0.0029494201319742604,1.796287359552056,0.30848098
AC022239.1,16331,AC022239.1,True,4,0.001442235100120674,1.6399873499231739,0.22565858
CTSB,16339,CTSB,True,16,0.6586217270881081,2.2593663934378636,1.8909268
AC025857.2,16340,AC025857.2,True,5,0.0018402676361809062,1.5946862668420447,0.1501112
AC107918.6,16342,AC107918.6,True,4,0.002960509749056521,1.8893096082628706,0.47311595
AC018437.1,16376,AC018437.1,True,4,0.002747762835402263,1.4612649746714232,-0.23816738
TMEM97P2,16423,TMEM97P2,True,6,0.003937075181404368,1.94201748042651,0.6020165
FGF17,16430,FGF17,True,4,0.042497101476928645,2.0155550122957413,0.66820055
PEBP4,16459,PEBP4,True,5,0.0037260185095379576,1.8451736052142684,0.40777054
AC104561.4,16479,AC104561.4,True,4,0.0038192740594707323,1.6739444285314082,0.115028374
NKX3-1,16483,NKX3-1,True,6,0.1131843640778678,2.2324860173247334,1.0353378
ADAM28,16491,ADAM28,True,3,0.08105558666888371,2.195650559697342,0.97890294
NEFM,16494,NEFM,True,4,0.3193422327021562,2.1716732541680446,1.5411323
EBF2,16505,EBF2,True,3,0.03585896470050765,2.031693632231619,0.69635814
STMN4,16519,STMN4,True,5,0.0010266497574341136,1.3060925705383262,0.009816204
PNOC,16536,PNOC,True,5,0.008000323175323579,2.055881625770134,0.79798096
AC025871.2,16540,AC025871.2,True,4,0.000815402929101528,1.3185308883783369,0.07272684
AC108449.2,16553,AC108449.2,True,4,0.001928772228886782,1.5974215148992137,-0.0037521808
AC109329.1,16577,AC109329.1,True,4,0.0033705163826707237,1.8407781394348006,0.41468439
NRG1,16599,NRG1,True,3,0.11081465717689128,2.070617422699081,0.756152
AC104027.1,16603,AC104027.1,True,5,0.003995731092822935,1.8406321718016925,0.42322752
LINC01605,16633,LINC01605,True,4,0.0011859453833498205,1.3994453323733729,0.24330112
AC124067.2,16634,AC124067.2,True,4,0.02045794823772024,2.076170584667539,0.77343124
RAB11FIP1,16644,RAB11FIP1,True,3,0.567749668969929,2.0596563496896767,0.77977353
AP006545.3,16651,AP006545.3,True,3,0.007623189885998215,2.0124205536775013,0.66212666
AP006545.2,16652,AP006545.2,True,3,0.004493994252167374,1.8966605651748047,0.6315827
STAR,16655,STAR,True,5,0.06744255369059789,2.171918820707886,0.9419638
TCIM,16697,TCIM,True,4,0.011531681718728773,1.9134046070417297,0.50627786
SFRP1,16700,SFRP1,True,16,1.2152662095020403,2.5083832851464756,2.1887045
KRT18P37,16704,KRT18P37,True,5,0.028826320477230463,2.077954811838999,0.78247285
AC103724.4,16715,AC103724.4,True,5,0.0014278121525037656,1.3868489313724748,-0.19704972
PLAT,16718,PLAT,True,14,0.33609882634744237,2.404290871006306,2.6050534
DKK4,16723,DKK4,True,16,0.295876336391653,2.904335103816823,3.7532887
AC024451.3,16761,AC024451.3,True,5,0.00453225053201923,1.8201411909124336,0.3212932
SNTG1,16780,SNTG1,True,4,0.006689412194401142,1.523020337771675,-0.16168916
BTF3P1,16784,BTF3P1,True,4,0.0018476299212300108,1.7307975359215357,0.23027635
PENK,16836,PENK,True,14,0.05885502073190073,2.635856047037673,1.7353063
AC012349.1,16837,AC012349.1,True,5,0.005885917719460423,1.785225894207133,0.4238936
AC011978.2,16899,AC011978.2,True,4,0.004452561508631324,1.7647343721764273,0.28448004
IFITM8P,16900,IFITM8P,True,5,0.00580855660036472,2.0334375163667495,0.7232234
AC090136.1,16908,AC090136.1,True,6,0.0034681932618985944,1.8618248713750265,0.41397077
RPL31P41,16912,RPL31P41,True,4,0.0035618102718888785,1.79728852801556,0.33484608
TRIM55,16923,TRIM55,True,17,0.3585796030371579,2.483700224001255,2.474581
PPP1R42,16939,PPP1R42,True,5,0.0043592333640581436,1.9495227100463524,0.5726995
RPL31P40,16955,RPL31P40,True,5,0.0018413644451749673,1.747083912545195,0.25612158
SULF1,16962,SULF1,True,8,0.13938332318930813,2.24256461201976,1.066437
TERF1,16998,TERF1,True,10,1.4816189928633865,2.402291065077215,1.4042659
C8orf89,17003,C8orf89,True,5,0.006454319755839763,2.0508048414139495,0.71392787
RPL7,17005,RPL7,True,4,0.3098424096206096,1.9885391518685203,0.78396446
ZFHX4-AS1,17041,ZFHX4-AS1,True,4,0.008395323540852536,1.7801167960995976,0.4245748
ZFHX4,17043,ZFHX4,True,3,0.1197291711550377,2.032427936551178,0.79803103
PKIA,17047,PKIA,True,6,0.30439437535281316,2.116458525668694,1.1724666
AC068700.1,17048,AC068700.1,True,4,0.0016195798481121668,1.3734052594533335,-0.24607046
ZC2HC1A,17050,ZC2HC1A,True,8,0.4947101398907339,2.090610528246333,1.0169145
STMN2,17056,STMN2,True,13,0.10567872443300133,2.5706644825423535,2.078805
HEY1,17057,HEY1,True,11,0.1955928323885842,2.280081116926706,1.1322137
AC015522.1,17107,AC015522.1,True,3,0.023798679104334537,2.072326382649055,0.7755559
ATP6V0D2,17125,ATP6V0D2,True,3,0.017854652475108746,1.9980835900080474,0.64829713
PIP4P2,17166,PIP4P2,True,3,0.3327759845938015,2.012646800885426,0.67606646
RUNX1T1,17177,RUNX1T1,True,8,0.6162660697094922,2.1240306011023207,1.1051003
AC010834.3,17192,AC010834.3,True,4,0.0045393776496503715,1.694720736406478,0.17511374
RPL34P18,17202,RPL34P18,True,4,0.33444565887160727,2.0814970933878065,1.0766522
GEM,17206,GEM,True,3,0.025284684084713082,2.0008280222209818,0.66413045
AC023632.2,17212,AC023632.2,True,4,0.00915118254747505,1.9537367836004804,0.5673391
AC007992.1,17239,AC007992.1,True,5,0.0011748728923388345,1.3964136894886499,-0.09111463
NIPAL2,17266,NIPAL2,True,5,0.010409246621506874,1.9391277154521604,0.54472566
AC018781.1,17301,AC018781.1,True,4,0.0016522438869054233,1.7106641215979044,0.30578104
AP001330.1,17305,AP001330.1,True,4,0.005546311928757507,1.9080215453984035,0.50307596
AP001207.2,17310,AP001207.2,True,4,0.009373238367702211,1.9246436265268017,0.5533896
AP002907.1,17319,AP002907.1,True,4,0.0014696557078414181,1.457072451545273,-0.2378903
GASAL1,17326,GASAL1,True,5,0.003901734448117485,1.7891585167151431,0.276526
BAALC,17336,BAALC,True,3,0.09116580633801216,2.137376102384587,0.8777269
NDUFA5P2,17358,NDUFA5P2,True,4,0.000883650964026542,1.2873010634666777,-0.25173947
ZFPM2-AS1,17363,ZFPM2-AS1,True,4,0.0013459697275197454,1.3022531010533271,0.04822471
HMGB1P46,17373,HMGB1P46,True,4,0.0018779550731849188,1.5160987713411584,-0.14677425
ANGPT1,17375,ANGPT1,True,17,0.2623573213765488,2.4730603848257635,2.0307088
RSPO2,17377,RSPO2,True,12,0.08175103508083034,2.3088080946745486,1.3042026
SYBU,17395,SYBU,True,5,0.003874731144847115,1.7338958795240547,0.22384697
TNFRSF11B,17428,TNFRSF11B,True,5,0.11309069818437811,2.1283623797906697,0.85129875
COL14A1,17445,COL14A1,True,4,0.21348314146167557,2.1482146133860884,1.0686166
HAS2,17454,HAS2,True,19,0.8646366839378735,2.631681957392398,3.5962777
ATAD2,17478,ATAD2,True,4,0.5142175420891831,2.0330914160189177,0.6846203
FBXO32,17484,FBXO32,True,4,0.100936882045809,2.230504378361328,1.0408212
MTSS1,17499,MTSS1,True,3,0.09114002449419827,2.09995536671625,0.8199891
AC104257.1,17553,AC104257.1,True,7,0.28560332370768005,2.157545823073482,1.2695732
ST3GAL1,17573,ST3GAL1,True,5,0.23655716747001782,2.116582429333988,0.93842566
AC110741.1,17578,AC110741.1,True,4,0.0010893148741578425,1.4846041068990021,0.31461263
COL22A1,17592,COL22A1,True,3,0.051811241348262545,2.1074902305369423,0.82403964
AC011676.5,17610,AC011676.5,True,5,0.0021919964592330135,1.6156891850063944,0.009369614
C8orf31,17641,C8orf31,True,5,0.02046486472582084,2.0705306117000872,0.75835735
LY6H,17645,LY6H,True,5,0.039977088215017456,2.090349599111259,0.80434287
AC105118.1,17654,AC105118.1,True,4,0.0013252551819379014,1.4871183071987024,-0.060919594
AC105219.1,17672,AC105219.1,True,4,0.005137522058793495,1.7237616849628266,0.1764742
WDR97,17697,WDR97,True,5,0.002714216274819582,1.7197461373300456,0.20682217
TMED10P1,17745,TMED10P1,True,4,0.002909061012003095,1.7974202830219497,0.30636123
GPS2P1,17781,GPS2P1,True,4,0.00221099729185675,1.7709135313981648,0.30097947
LINC01231,17784,LINC01231,True,5,0.0007157970551220562,1.1677233020024236,-0.3077432
MTCO1P11,17809,MTCO1P11,True,5,0.0026791601361245846,1.663100006496178,0.11292278
INSL6,17816,INSL6,True,5,0.0008620288225062773,1.2239281996328089,-0.22651267
PTPRD,17859,PTPRD,True,4,0.35051029759643754,2.058986394650041,0.82143843
RPS26P3,17863,RPS26P3,True,4,0.0013877206142864425,1.401785774019211,-0.2325104
LURAP1L-AS1,17872,LURAP1L-AS1,True,4,0.0025917877946243007,1.608667361203717,0.31255773
CER1,17890,CER1,True,19,0.5680266568658403,3.681579499447121,8.100622
CLCN3P1,17894,CLCN3P1,True,3,0.015332623873199093,1.9954012277376194,0.63220596
BNC2,17907,BNC2,True,3,0.209194974643279,2.0513466474769215,0.8096574
MLLT3,17940,MLLT3,True,5,0.2774221735791887,2.1395828904108503,0.96371454
CDKN2B,17955,CDKN2B,True,7,0.0543755463819484,2.2286029865836774,1.0422852
AL353746.1,17989,AL353746.1,True,4,0.002716207505918488,1.7240145277402585,0.24604005
KRT18P36,17996,KRT18P36,True,5,0.007096912841367907,2.0654276886209986,0.7732113
SLC25A5P8,18001,SLC25A5P8,True,5,0.0036246750494629606,1.8371189612590344,0.36863515
ASS1P12,18016,ASS1P12,True,4,0.0008285033706949851,1.22051301401962,-0.33081433
AL356218.2,18028,AL356218.2,True,6,0.0016018017318581762,1.6526648200228398,0.26633504
SUGT1P1,18032,SUGT1P1,True,5,0.0029473074963768005,1.788576179255051,0.2766809
CCL21,18080,CCL21,True,5,0.0022284121118979613,1.6303743469478937,0.4738693
PHF24,18085,PHF24,True,5,0.002966876610448422,1.9391462021843011,0.7203055
AL133476.1,18105,AL133476.1,True,4,0.000749711826572245,1.219386798139215,-0.107866034
TPM2,18119,TPM2,True,11,1.3599797345677542,2.3458687228276967,1.3243268
TLN1,18120,TLN1,True,4,0.7393850931650142,2.09906198368687,0.8273622
SPAG8,18128,SPAG8,True,4,0.004757088422879858,1.8731198270606266,0.4437891
AL353763.1,18198,AL353763.1,True,5,0.0039159382589594146,1.8012848798958203,0.30513442
AL354718.1,18204,AL354718.1,True,6,0.00296164134812932,1.8913466669263894,0.47073674
PGM5,18252,PGM5,True,3,0.01642721897356854,2.0378394295680655,0.7011367
ANXA1,18304,ANXA1,True,19,0.48978197247650207,2.628837202966977,3.7087436
RPSAP75,18313,RPSAP75,True,4,0.0032242472268660663,1.7674215400451854,0.26906085
CARNMT1-AS1,18317,CARNMT1-AS1,True,4,0.002742663741066255,1.7912654315162255,0.29000857
AL158154.3,18359,AL158154.3,True,4,0.0005872087255356151,1.03877649654053,-0.10673918
FRMD3,18368,FRMD3,True,3,0.04451721377683811,2.114947760560613,0.84165686
AL137847.2,18369,AL137847.2,True,4,0.0010813180193811561,1.423228391737542,-0.03416802
SLC28A3,18384,SLC28A3,True,5,0.003764641435076667,1.8726623071816042,0.43789366
NTRK2,18387,NTRK2,True,12,0.12717045998581425,2.3312407155577244,1.2133486
AL583827.1,18390,AL583827.1,True,4,0.0010659912716868517,0.9167126081468289,-0.28105953
CTSL,18419,CTSL,True,12,0.6681678946405221,2.2710236300069506,1.8640956
CKS2,18446,CKS2,True,4,1.2924104941343693,2.1411277776445767,0.63705856
GADD45G,18452,GADD45G,True,8,0.19093065693404082,2.250694306232756,1.5299371
AL158071.2,18465,AL158071.2,True,5,0.002664738511731102,1.5927561627165097,0.011978077
CYCSP24,18512,CYCSP24,True,4,0.0015882333651908635,1.407518824709485,-0.33192387
CTSV,18569,CTSV,True,17,0.8896248146083238,2.38060297121349,2.1682358
STRA6LP,18581,STRA6LP,True,4,0.0015010201528905373,1.5482797696455812,-0.070225775
TMOD1,18587,TMOD1,True,3,0.13796465947347467,2.149309729951035,0.8903719
XPA,18591,XPA,True,6,0.3789674530254763,2.087299947083791,0.8641292
AL136084.1,18613,AL136084.1,True,4,0.0010983520007813536,1.3015697775067216,-0.37550732
COL15A1,18614,COL15A1,True,4,0.0022508679471191055,1.6708821550165656,0.2427929
KRT8P11,18619,KRT8P11,True,4,0.0051351226660554345,1.867765398281928,0.43113282
AL592437.1,18675,AL592437.1,True,4,0.01168089666701414,1.9225816317318032,0.5244756
HMGN2P32,18686,HMGN2P32,True,4,0.002917626397875408,1.748821872770658,0.2477578
PALM2-AKAP2,18705,PALM2-AKAP2,True,8,0.5490037443762151,2.1263515238146495,1.1777706
LRRC37A5P,18719,LRRC37A5P,True,4,0.002415715128957928,1.5857382270282128,-0.025528993
AL138895.2,18768,AL138895.2,True,4,0.0011891083213138693,1.5382768762326993,0.062284846
TNC,18775,TNC,True,8,0.21046825033637698,2.2629153412471203,1.2487816
GGTA1P,18815,GGTA1P,True,4,0.009270628129930361,1.9031967700410741,0.6471828
MORN5,18821,MORN5,True,4,0.002710328099391512,1.9251218001280208,0.5462059
AL162584.1,18883,AL162584.1,True,7,0.011458269904093083,1.8286681071148945,0.69420964
PBX3,18886,PBX3,True,10,0.6307142167263885,2.155925306768347,1.1978207
AL162426.1,18909,AL162426.1,True,4,0.005353457587904137,1.853977293932686,0.40109783
AL157935.2,18921,AL157935.2,True,4,0.0005587350433377583,1.0465340285264175,-0.24171968
Metazoa-SRP.67,18963,Metazoa-SRP.67,True,4,0.005691572185008559,1.9086328196424833,0.5085022
C9orf106,18987,C9orf106,True,7,0.004804906473178486,2.069160617931786,0.7402445
C9orf50,18997,C9orf50,True,7,0.002313284412839309,1.7847879461518428,0.41288465
AL359092.1,19022,AL359092.1,True,5,0.003458623105721512,1.7272746150206735,0.22713043
